,TITLE_ID,HOURS_VIEWED,TOTAL_CANCEL,TOTAL_VIEWER
600,GVx_dhQi4kmilwgEAAAC9,316868,2771,67595
601,GXc2aIw5CyqXCPQEAAAjl,299669,969,18824
602,GYA80NAFd4LrDwgEAAAID,220528,2295,47824
603,GVU2c9QptjVFvjSoJAT2f,759572,2603,63144
604,GVU2cMgPp_VFvjSoJATyY,1744392,6568,112150
605,GXdLWQgqPHKXCPQEAAAxk,2549605,17383,263068
606,GYDkNoAo93ISWuwEAAAAF,108393,687,13410
607,GXa-mxg4SNINiYAEAAAF3,312794,1588,58073
608,GXdcgigtFtMPCwwEAACvA,67428,341,6323
609,GXy2iyAmblwLCOAEAAAZW,67525,1044,24953
610,GXp4pNQKKdaQ8iwEAAALy,18108,161,4913
611,GVU2cJww-hI7DwvwIAT5u,60725,541,11965
612,GYGde1QoSobzCwgEAAAAG,115259,513,11716
613,GYMKCmA7sy5LDwwEAAAFh,4808,120,2619
614,GXp4RTg4gg6Q8iwEAAAJp,85595,869,13056
615,GWEF-ywNTzVuCYAEAAAAl,40897,348,9386
616,GXbGoFQcNI4NiYAEAAAV4,10171,165,2803
617,GXqdAlQVedxqYwgEAAAnN,1719,94,1755
618,GXcxkdwDvIaXCPQEAAAdm,138,3,107
619,GWxa3KAdk7KC5nAEAAAAp,632,63,914
620,GX5iQpQtvkYCLtAEAAAPJ,5156,82,1709
621,GX6rK0wuEcMI2wgEAAABN,1057,13,467
622,GYeB2VgatlMLCdgEAAAAt,47010,1888,36906
623,GYXG8YwRRdr3CMAEAAAAX,3213,105,1851
624,GX6rsqgAIJMPCwgEAAACB,8431,173,3717
625,GVU2gAAVqjoNJjhsJAUAm,3192,34,839
626,GYJa0YAjru4vCwgEAAAAt,3,0,2
627,GYR5NgwYFtIG0wgEAAAA0,3,0,2
628,GYJl77QovaoHDwwEAAAAv,0,0,2
629,GVU2cCgUFTYNJjhsJATuH,1317605,19170,782281
630,GX8gEqw6-O8LDwgEAAABm,9028,429,5250
631,GXrMEtQ8sromBSgEAAAK1,2424738,34741,418151
632,GYhg6wA4drY6lQwEAAAC5,261625,9289,207374
633,GW6K_ZQKTARjDwgEAAABA,445493,3687,116342
634,GXp7fVAH0VLq4SAEAAAQp,11951,445,10694
635,GX8gh5w1QLC3CCAEAAACv,3029,72,1561
636,GXRZd8AUueK5TwgEAAAKq,51253,1979,33138
637,GYA8U1AgYHbrDwgEAAABM,126903,670,14727
638,GXebONASZ8sPCwwEAAD_C,420662,4689,90164
639,GXqSGaQt22hqYwgEAAAU0,77163,555,15537
640,GWv7yvAGvXCm-lwEAAAE-,133918,1637,35898
