,title_series,legacy_series_id,ckg_series_id,imdb_id,primary_genre,latam_home_medal,first_release_date,theatrical_date,area_gross,budget,genre_Action,genre_Comedy,genre_Drama,medal_number,days_from_theatrical,pred,kpi,base,multiplier
75,Belfast,GYpn_UA8YyZ3DZgEAAAAW,0b926c5b-b8e4-401c-ba69-783ce07ad098,tt12789558,Drama,Bronze,2022-10-27,2022-03-10,109066.0,11000000.0,0,0,1,3,105,3471.87625585987,first_views,5005.1882778216805,0.6936554757078736
76,Belfast,GYpn_UA8YyZ3DZgEAAAAW,0b926c5b-b8e4-401c-ba69-783ce07ad098,tt12789558,Drama,Bronze,2022-10-27,2022-03-10,109066.0,11000000.0,0,0,1,3,120,3104.7906036352797,first_views,5005.1882778216805,0.6203144479884627
77,Belfast,GYpn_UA8YyZ3DZgEAAAAW,0b926c5b-b8e4-401c-ba69-783ce07ad098,tt12789558,Drama,Bronze,2022-10-27,2022-03-10,109066.0,11000000.0,0,0,1,3,135,2744.367130913419,first_views,5005.1882778216805,0.5483044749932566
78,Belfast,GYpn_UA8YyZ3DZgEAAAAW,0b926c5b-b8e4-401c-ba69-783ce07ad098,tt12789558,Drama,Bronze,2022-10-27,2022-03-10,109066.0,11000000.0,0,0,1,3,150,2390.6666702595867,first_views,5005.1882778216805,0.4776377106237518
79,Belfast,GYpn_UA8YyZ3DZgEAAAAW,0b926c5b-b8e4-401c-ba69-783ce07ad098,tt12789558,Drama,Bronze,2022-10-27,2022-03-10,109066.0,11000000.0,0,0,1,3,165,2043.738330707325,first_views,5005.1882778216805,0.40832396650556874
80,Belfast,GYpn_UA8YyZ3DZgEAAAAW,0b926c5b-b8e4-401c-ba69-783ce07ad098,tt12789558,Drama,Bronze,2022-10-27,2022-03-10,109066.0,11000000.0,0,0,1,3,180,1703.6199597283921,first_views,5005.1882778216805,0.3403708042866728
81,Belfast,GYpn_UA8YyZ3DZgEAAAAW,0b926c5b-b8e4-401c-ba69-783ce07ad098,tt12789558,Drama,Bronze,2022-10-27,2022-03-10,109066.0,11000000.0,0,0,1,3,195,1370.338608356802,first_views,5005.1882778216805,0.27378362856575506
82,Belfast,GYpn_UA8YyZ3DZgEAAAAW,0b926c5b-b8e4-401c-ba69-783ce07ad098,tt12789558,Drama,Bronze,2022-10-27,2022-03-10,109066.0,11000000.0,0,0,1,3,210,1043.9109979296336,first_views,5005.1882778216805,0.20856578014363059
83,Belfast,GYpn_UA8YyZ3DZgEAAAAW,0b926c5b-b8e4-401c-ba69-783ce07ad098,tt12789558,Drama,Bronze,2022-10-27,2022-03-10,109066.0,11000000.0,0,0,1,3,225,724.3439869928588,first_views,5005.1882778216805,0.14471862930760765
84,Belfast,GYpn_UA8YyZ3DZgEAAAAW,0b926c5b-b8e4-401c-ba69-783ce07ad098,tt12789558,Drama,Bronze,2022-10-27,2022-03-10,109066.0,11000000.0,0,0,1,3,240,411.6350370059208,first_views,5005.1882778216805,0.08224166887585485
85,Belfast,GYpn_UA8YyZ3DZgEAAAAW,0b926c5b-b8e4-401c-ba69-783ce07ad098,tt12789558,Drama,Bronze,2022-10-27,2022-03-10,109066.0,11000000.0,0,0,1,3,255,105.77267556505285,first_views,5005.1882778216805,0.021132606746031624
86,Belfast,GYpn_UA8YyZ3DZgEAAAAW,0b926c5b-b8e4-401c-ba69-783ce07ad098,tt12789558,Drama,Bronze,2022-10-27,2022-03-10,109066.0,11000000.0,0,0,1,3,270,-193.1876363739193,first_views,5005.1882778216805,-0.038597476388639855
87,Belfast,GYpn_UA8YyZ3DZgEAAAAW,0b926c5b-b8e4-401c-ba69-783ce07ad098,tt12789558,Drama,Bronze,2022-10-27,2022-03-10,109066.0,11000000.0,0,0,1,3,285,-483.86113217447746,first_views,5005.1882778216805,-0.0966719142851225
88,Belfast,GYpn_UA8YyZ3DZgEAAAAW,0b926c5b-b8e4-401c-ba69-783ce07ad098,tt12789558,Drama,Bronze,2022-10-27,2022-03-10,109066.0,11000000.0,0,0,1,3,300,-765.9190780870631,first_views,5005.1882778216805,-0.15302502834526746
89,Belfast,GYpn_UA8YyZ3DZgEAAAAW,0b926c5b-b8e4-401c-ba69-783ce07ad098,tt12789558,Drama,Bronze,2022-10-27,2022-03-10,109066.0,11000000.0,0,0,1,3,315,-1039.6168386390273,first_views,5005.1882778216805,-0.20770783853339506
90,Belfast,GYpn_UA8YyZ3DZgEAAAAW,0b926c5b-b8e4-401c-ba69-783ce07ad098,tt12789558,Drama,Bronze,2022-10-27,2022-03-10,109066.0,11000000.0,0,0,1,3,330,-1305.2022093641408,first_views,5005.1882778216805,-0.260769852584283
91,Belfast,GYpn_UA8YyZ3DZgEAAAAW,0b926c5b-b8e4-401c-ba69-783ce07ad098,tt12789558,Drama,Bronze,2022-10-27,2022-03-10,109066.0,11000000.0,0,0,1,3,345,-1562.9156411472486,first_views,5005.1882778216805,-0.31225911082558694
92,Belfast,GYpn_UA8YyZ3DZgEAAAAW,0b926c5b-b8e4-401c-ba69-783ce07ad098,tt12789558,Drama,Bronze,2022-10-27,2022-03-10,109066.0,11000000.0,0,0,1,3,360,-1812.9904579193371,first_views,5005.1882778216805,-0.36222222967172235
93,Belfast,GYpn_UA8YyZ3DZgEAAAAW,0b926c5b-b8e4-401c-ba69-783ce07ad098,tt12789558,Drama,Bronze,2022-10-27,2022-03-10,109066.0,11000000.0,0,0,1,3,375,-2055.6530679001,first_views,5005.1882778216805,-0.4107044438285837
94,Belfast,GYpn_UA8YyZ3DZgEAAAAW,0b926c5b-b8e4-401c-ba69-783ce07ad098,tt12789558,Drama,Bronze,2022-10-27,2022-03-10,109066.0,11000000.0,0,0,1,3,390,-2291.1231685793873,first_views,5005.1882778216805,-0.45774964724733835
95,Belfast,GYpn_UA8YyZ3DZgEAAAAW,0b926c5b-b8e4-401c-ba69-783ce07ad098,tt12789558,Drama,Bronze,2022-10-27,2022-03-10,109066.0,11000000.0,0,0,1,3,405,-2519.6139456229203,first_views,5005.1882778216805,-0.5034004328643332
96,Belfast,GYpn_UA8YyZ3DZgEAAAAW,0b926c5b-b8e4-401c-ba69-783ce07ad098,tt12789558,Drama,Bronze,2022-10-27,2022-03-10,109066.0,11000000.0,0,0,1,3,420,-2741.3322658824563,first_views,5005.1882778216805,-0.5476981311631134
