,Type,Channel,Title,Year,Genre,Runtime,Bucket,MPM from Prior List,Tentpole,Additional Titles to Pull,PRODUCT ID,Product ID,Co-Fi?,Unnamed: 13,UPDATED PRODUCT ID,Different than Original?,imdb_id,MPM_NUMBER
229,Movie,Comedy,"Victor, Victoria",1982.0,COMEDY ,2.21,CLASSIC,not in prior list,No,,2011972.0,1009627.0,No,,2011972.0,No,tt0084865,2011972.0
230,Movie,Comedy,Whose Life Is It Anyway,1981.0,COMEDY ,1.96,CLASSIC,not in prior list,No,,2011954.0,1009609.0,No,,2011954.0,No,,
231,Movie,Comedy,Under the Rainbow,1981.0,COMEDY ,1.65,CLASSIC,not in prior list,No,,2001995.0,1001345.0,No,,2001995.0,No,,
232,Movie,Comedy,Arthur,1981.0,COMEDY ,1.65,C,2001997,No,,2001997.0,1001347.0,No,,2001997.0,No,tt0082031,2001997.0
233,Movie,Comedy,Polyester,1981.0,COMEDY ,1.43,CLASSIC,2016948,No,,2016948.0,1013262.0,No,,2016948.0,No,tt0082926,2016948.0
234,Movie,Comedy,Going in Style (1979),1979.0,COMEDY ,1.65,CLASSIC,not in prior list,No,,2001940.0,1001291.0,No,,2001940.0,No,tt0079219,2001940.0
235,Movie,Comedy,Being There,1979.0,COMEDY ,2.16,C,2002365,No,,2002365.0,1001706.0,No,,2002365.0,No,tt0078841,2002365.0
236,Movie,Comedy,"Frisco Kid, The",1979.0,COMEDY,1.98,CLASSIC,not in prior list,No,,2001922.0,1001274.0,No,,2001922.0,No,tt0079180,2001922.0
237,Movie,Comedy,"Oh, God!",1977.0,COMEDY ,1.73,C,2001837,No,,2001837.0,1001194.0,No,,2001837.0,No,,
238,Movie,Comedy,Network,1976.0,COMEDY,2.01,C,2011172,No,,2011172.0,1008911.0,No,,2011172.0,No,tt0074958,2011172.0
239,Movie,Comedy,Hearts of the West,1975.0,COMEDY,1.7,CLASSIC,not in prior list,No,,2011098.0,1008838.0,No,,2011098.0,No,,
240,Movie,Comedy,"Sunshine Boys, The",1975.0,COMEDY ,1.85,C,not in prior list,No,,2011099.0,1008839.0,No,,2011099.0,No,,
241,Movie,Comedy,Alice Doesn't Live Here Anymore,1974.0,COMEDY ,1.88,C,not in prior list,No,,2001735.0,1001095.0,No,,2001735.0,No,tt0071115,2001735.0
242,Movie,Comedy,Uptown Saturday Night,1974.0,COMEDY ,1.73,C,not in prior list,No,,2001707.0,1001069.0,No,,2001707.0,No,,
243,Movie,Comedy,"Cheyenne Social Club, The",1970.0,COMEDY,1.61,CLASSIC,not in prior list,No,,2003487.0,1002610.0,No,,2003487.0,No,,
244,Movie,Comedy,"Great Bank Robbery, The",1969.0,COMEDY ,1.63,CLASSIC,not in prior list,No,,2001555.0,1000920.0,No,,2001555.0,No,,
245,Movie,Comedy,"Big Hand for a Little Lady, A",1966.0,COMEDY,1.58,CLASSIC,not in prior list,No,,2001434.0,1000801.0,No,,2001434.0,No,,
246,Movie,Comedy,"Alphabet Murders, The",1966.0,COMEDY ,1.5,CLASSIC,not in prior list,No,,2009814.0,1007706.0,No,,2009814.0,No,,
247,Movie,Comedy,Hotel Paradiso,1966.0,COMEDY ,1.6,CLASSIC,not in prior list,No,,2009913.0,1007802.0,No,,2009913.0,No,,
248,Movie,Comedy,Girl Happy,1965.0,COMEDY ,1.6,C,2009747,No,,2009747.0,1007644.0,No,,2009747.0,No,tt0059224,2009747.0
249,Movie,Comedy,Having a Wild Weekend,1965.0,COMEDY ,1.53,CLASSIC,not in prior list,No,,2001383.0,1000751.0,No,,2001383.0,No,,
250,Movie,Comedy,Kisses for My President,1965.0,COMEDY ,1.88,CLASSIC,not in prior list,No,,2001372.0,1000740.0,No,,,,,
251,Movie,Comedy,Honeymoon Hotel,1964.0,COMEDY,1.48,CLASSIC,not in prior list,No,,2009665.0,1007566.0,No,,2009665.0,No,,
252,Movie,Comedy,Kissin' Cousins,1964.0,COMEDY ,1.6,C,not in prior list,No,,2009635.0,1007538.0,No,,2009635.0,No,,
253,Movie,Comedy,Robin and the Seven Hoods,1964.0,COMEDY ,1.71,CLASSIC,2001368,No,,2001368.0,1000736.0,No,,2001368.0,No,,
254,Movie,Comedy,Viva Las Vegas,1964.0,COMEDY ,1.43,C,not in prior list,No,,2009657.0,1007559.0,No,,2009657.0,No,tt0058725,2009657.0
255,Movie,Comedy,OCEAN'S 11 (1960),1960.0,COMEDY ,2.13,C,not in prior list,No,,2000655.0,1000634.0,No,,2000655.0,No,tt0054135,2000655.0
256,Movie,Comedy,Bowery Boys: Master Minds,1959.0,COMEDY ,1.06,CLASSIC,not in prior list,No,,2056578.0,1015558.0,No,,,,,
257,Movie,Comedy,Love in the Afternoon,1957.0,COMEDY ,2.1,CLASSIC,not in prior list,No,,2111945.0,1057107.0,No,,2000760.0,Yes,tt0050658,2000760.0
258,Movie,Comedy,Top Secret Affair,1957.0,COMEDY ,1.66,CLASSIC,not in prior list,No,,2000536.0,1000515.0,No,,2000536.0,No,,
259,Movie,Comedy,High Society,1956.0,COMEDY ,1.78,CLASSIC,not in prior list,No,,2021799.0,1016630.0,No,,2008760.0,Yes,tt0049314,2008760.0
260,Movie,Comedy,Great Diamond Robbery,1954.0,COMEDY ,1.15,CLASSIC,not in prior list,No,,2008517.0,1006488.0,No,,2008517.0,No,,
261,Movie,Comedy,"Long, Long Trailer, The",1954.0,COMEDY ,1.71,CLASSIC,not in prior list,No,,2008520.0,1006491.0,No,,2008520.0,No,,
262,Movie,Comedy,April in Paris,1953.0,COMEDY ,1.68,CLASSIC,not in prior list,No,,2000407.0,1000389.0,No,,2000407.0,No,,
263,Movie,Comedy,Band Wagon,1953.0,COMEDY ,1.86,CLASSIC,not in prior list,No,,2008421.0,1006396.0,No,,2008421.0,No,,
264,Movie,Comedy,Kiss Me Kate,1953.0,COMEDY ,1.81,CLASSIC,2008512,No,,2008512.0,1006483.0,No,,2008512.0,No,,
265,Movie,Comedy,"Belle of New York, The",1952.0,COMEDY ,1.36,CLASSIC,not in prior list,No,,2008317.0,1006300.0,No,,2008317.0,No,,
266,Movie,Comedy,Two Tickets to Broadway,1951.0,COMEDY ,1.76,CLASSIC,not in prior list,No,,2013680.0,1011057.0,No,,2013680.0,No,,
267,Movie,Comedy,Gold Raiders (1951),1951.0,COMEDY,0.93,CLASSIC,not in prior list,No,,2005928.0,1004680.0,No,,2005928.0,No,,
268,Movie,Comedy,"Goodbye, My Fancy",1951.0,COMEDY ,1.78,CLASSIC,not in prior list,No,,2000364.0,1000346.0,No,,2000364.0,No,,
269,Movie,Comedy,On Moonlight Bay,1951.0,COMEDY ,1.58,CLASSIC,2000368,No,,2000368.0,1000350.0,No,,2000368.0,No,tt0043880,2000368.0
270,Movie,Family,Happy Feet,2006.0,COMEDY ,1.82,A,not in prior list,Yes,,2025080.0,1019250.0,No,,2025080.0,No,tt0366548,2025080.0
271,Movie,Family,Journey 2: The Mysterious Island,2012.0,ADVENTURE ,1.57,A,not in prior list,Yes,,2053257.0,1032074.0,No,,2053257.0,No,tt1397514,2053257.0
272,Movie,Family,"Goonies, The",1985.0,ACTION ,1.92,B,not in prior list,Yes,,2002146.0,1001491.0,No,,2002146.0,No,tt0089218,2002146.0
273,Movie,Family,Yogi Bear,2010.0,ADVENTURE ,1.38,B,1012148,Yes,,2066931.0,1037554.0,No,,,,,
274,Movie,Family,Tim Burton's Corpse Bride,2005.0,FANTASY ,1.28,B,not in prior list,Yes,,2025542.0,1019722.0,No,,2025542.0,No,,
275,Movie,Family,Where The Wild Things Are,2009.0,ADVENTURE ,1.57,B,not in prior list,Yes,,2041498.0,1026086.0,Yes,,2041498.0,No,tt0386117,2041498.0
276,Movie,Family,Dolphin Tale,2011.0,DRAMA ,1.88,B,not in prior list,Yes,,2054982.0,1033046.0,No,,,,,
277,Movie,Family,"Golden Compass, The",2007.0,ADVENTURE ,1.88,B,2043529,Yes,,2043529.0,1026797.0,No,,2043529.0,No,tt0385752,2043529.0
278,Movie,Family,Little Big League,1994.0,COMEDY ,1.98,B,not in prior list,Yes,,2015308.0,1011861.0,No,,2015308.0,No,tt0110363,2015308.0
279,Movie,Family,Lost In Space (1998),1998.0,SCIFI ,2.17,B,not in prior list,Yes,,2017008.0,1013318.0,No,,2017008.0,No,tt0120738,2017008.0
280,Movie,Family,"Ant Bully, The",2006.0,ADVENTURE ,1.48,B,2025709,Yes,,2025709.0,1019890.0,Yes,,2025709.0,No,tt0429589,2025709.0
281,Movie,Family,Nancy Drew,2007.0,COMEDY ,1.65,B,not in prior list,Yes,,2017027.0,1013337.0,No,,,,,
282,Movie,Family,Free Willy,1993.0,ADVENTURE ,1.87,B,not in prior list,Yes,,2003255.0,1002378.0,Yes,,2003255.0,No,tt0106965,2003255.0
283,Movie,Family,Smallfoot,2018.0,ADVENTURE ,1.6,B,not in prior list,Yes,,2058073.0,1034610.0,No,,2058073.0,No,tt6182908,2058073.0
284,Movie,Family,Paddington 2,2018.0,COMEDY ,1.73,A,not in prior list,Yes,,2075557.0,1042452.0,No,,,,,
285,Movie,Family,Nancy Drew and the Hidden Staircase,2019.0,COMEDY ,1.48,B,not in prior list,No,x,2009239.0,1007162.0,No,,2078912.0,Yes,tt8323104,2078912.0
286,Movie,Family,BORN TO BE WILD 3D - IMAX,2011.0,DOC ,0.66,C,not in prior list,No,x,2053366.0,1032136.0,No,,2053366.0,No,tt1680059,2053366.0
287,Movie,Family,Shorts,2009.0,COMEDY ,1.48,C,not in prior list,No,x,2024436.0,1018630.0,No,,2048306.0,Yes,tt1100119,2048306.0
288,Movie,Family,Kit Kittredge: An American Girl,2008.0,DRAMA ,1.56,C,not in prior list,No,x,2048748.0,1029583.0,No,,2048748.0,No,tt0846308,2048748.0
289,Movie,Family,Martian Child,2007.0,COMEDY ,1.8,C,not in prior list,No,x,2038764.0,1025126.0,No,,2038764.0,No,tt0415965,2038764.0
290,Movie,Family,"Last Mimzy, The",2007.0,SCIFI ,1.63,C,not in prior list,No,x,2042784.0,1026588.0,No,,2042784.0,No,tt0768212,2042784.0
291,Movie,Family,"Astronaut Farmer, The",2007.0,DRAMA ,1.73,C,not in prior list,No,x,2039618.0,1025304.0,No,,2039618.0,No,tt0469263,2039618.0
292,Movie,Family,"Nativity Story, The",2006.0,DRAMA ,1.61,C,not in prior list,No,x,2043270.0,1026732.0,No,,2043270.0,No,tt0762121,2043270.0
293,Movie,Family,How To Eat Fried Worms,2006.0,COMEDY ,1.38,C,not in prior list,No,x,2039704.0,1025335.0,Yes,,2039704.0,No,tt0462346,2039704.0
294,Movie,Family,Hoot,2006.0,ADVENTURE ,1.5,C,not in prior list,No,,2040161.0,1025510.0,No,,2040161.0,No,tt0453494,2040161.0
295,Movie,Family,Duma,2005.0,ADVENTURE ,1.68,C,not in prior list,No,,2025983.0,1020143.0,Yes,,2025983.0,No,,
296,Movie,Family,Funky Monkey,2004.0,COMEDY ,1.56,C,not in prior list,No,,2024156.0,1018484.0,No,,2024156.0,No,,
297,Movie,Family,Moto X Kids,2004.0,ACTION ,1.38,C,not in prior list,No,,2034750.0,1023532.0,No,,2034750.0,No,,
298,Movie,Family,Kangaroo Jack,2003.0,ADVENTURE ,1.48,C,not in prior list,No,,2004686.0,1003777.0,No,,2004686.0,No,tt0257568,2004686.0
299,Movie,Family,Virginia's Run,2002.0,DRAMA ,1.75,C,not in prior list,No,,2024466.0,1018650.0,No,,2024466.0,No,,
300,Movie,Family,Osmosis Jones,2001.0,ADVENTURE ,1.58,C,2004650,No,,2004650.0,1003741.0,No,,2004650.0,No,tt0181739,2004650.0
301,Movie,Family,"Little Vampire, The (2000)",2000.0,ADVENTURE ,1.56,C,not in prior list,No,,,,No,,,,,
302,Movie,Family,Family Tree,2000.0,DRAMA ,1.48,C,not in prior list,No,,2066282.0,1048183.0,Yes,,2003034.0,Yes,,
303,Movie,Family,Quest for Camelot,1998.0,ADVENTURE ,1.33,C,not in prior list,No,,2003576.0,1002699.0,No,,,,,
304,Movie,Family,Alaska,1996.0,ADVENTURE ,1.83,C,not in prior list,No,,2000798.0,1000706.0,No,,2015329.0,Yes,,
305,Movie,Family,"Adventures Of Pinocchio, The",1996.0,FANTASY ,1.6,C,2017041,No,,2017041.0,1013351.0,No,,2017041.0,No,tt0115472,2017041.0
306,Movie,Family,War of the Buttons,1995.0,ADVENTURE ,1.56,C,not in prior list,No,,2006425.0,1005169.0,No,,,,,
307,Movie,Family,Summer Snow,1995.0,COMEDY ,1.68,CLASSIC,not in prior list,No,,2002939.0,1002165.0,No,,2002939.0,No,,
308,Movie,Family,Widows' Peak,1994.0,COMEDY ,1.68,C,not in prior list,No,,2016823.0,1013148.0,No,,2016823.0,No,,
309,Movie,Family,That's Entertainment III,1994.0,DOC ,1.8,CLASSIC,not in prior list,No,,2013807.0,1011180.0,No,,2013807.0,No,tt0111408,2013807.0
310,Movie,Family,Monkey Trouble,1994.0,COMEDY ,1.58,C,not in prior list,No,,2016758.0,1013084.0,No,,2016758.0,No,tt0110557,2016758.0
311,Movie,Family,Mr. Nanny,1993.0,COMEDY ,1.4,C,not in prior list,No,,2016760.0,1013086.0,No,,2016760.0,No,tt0107612,2016760.0
312,Movie,Family,Airborne,1993.0,ADVENTURE ,1.45,C,not in prior list,No,,2020554.0,1015745.0,No,,,,,
313,Movie,Family,Surf Ninjas,1993.0,COMEDY ,1.43,C,not in prior list,No,,2016801.0,1013126.0,No,,2016801.0,No,,
314,Movie,Family,"Big Girls Don't Cry, They Get Even",1992.0,COMEDY ,1.6,C,not in prior list,No,,2016676.0,1013002.0,No,,2016676.0,No,,
315,Movie,Family,Curly Sue,1991.0,COMEDY ,1.7,C,not in prior list,No,,2002533.0,1001871.0,No,,2002533.0,No,tt0101635,2002533.0
316,Movie,Family,Suburban Commando,1991.0,COMEDY ,1.5,C,not in prior list,No,,2016799.0,1013124.0,No,,2016799.0,No,,
317,Movie,Family,Funny Farm,1988.0,COMEDY ,1.7,C,not in prior list,No,,2005152.0,1004054.0,No,,2002310.0,Yes,tt0095188,2002310.0
318,Movie,Family,Lionheart,1986.0,ADVENTURE ,1.73,CLASSIC,not in prior list,No,,2002212.0,1001557.0,No,,2002212.0,No,,
319,Movie,Family,"Beniker Gang, The",1986.0,DRAMA ,1.45,CLASSIC,not in prior list,No,,2012479.0,1010074.0,No,,2012479.0,No,,
320,Movie,Family,Rainbow Brite and the Star Stealer,1985.0,ADVENTURE ,1.41,CLASSIC,2002165,No,,2002165.0,1001510.0,No,,2002165.0,No,,
321,Movie,Family,Follow That Bird,1985.0,ADVENTURE ,1.48,C,not in prior list,No,,2002149.0,1001494.0,No,,,,,
322,Movie,Family,Twice Upon a Time,1983.0,FANTASY ,1.25,CLASSIC,not in prior list,No,,2002040.0,1001388.0,No,,2002040.0,No,,
323,Movie,Family,Shipwreck,1978.0,ADVENTURE ,1.7,CLASSIC,not in prior list,No,,,,No,,,,,
324,Movie,Family,From the Mixed Up Files of Mrs. Basil E. Frankweiler,1973.0,COMEDY ,1.75,CLASSIC,not in prior list,No,,,,No,,,,,
325,Movie,Family,"Phantom Tollbooth, The",1969.0,ADVENTURE ,1.5,CLASSIC,not in prior list,No,,2010479.0,1008246.0,No,,2010479.0,No,,
326,Movie,Family,How Sweet It Is!,1968.0,COMEDY ,1.63,CLASSIC,not in prior list,No,,2003469.0,1002592.0,No,,2003469.0,No,,
327,Movie,Family,Zebra in the Kitchen,1965.0,COMEDY ,1.55,CLASSIC,not in prior list,No,,2009753.0,1007650.0,No,,2009753.0,No,,
328,Movie,Family,Family Diary,1964.0,DRAMA ,1.91,CLASSIC,not in prior list,No,,2009628.0,1007532.0,No,,,,,
329,Movie,Family,Spencer's Mountain,1963.0,DRAMA ,1.98,CLASSIC,not in prior list,No,,2001340.0,1000708.0,No,,2001340.0,No,,
330,Movie,Family,Days of Wine and Roses,1962.0,DRAMA ,1.95,CLASSIC,2000724,No,,2000724.0,1000702.0,No,,2000724.0,No,tt0055895,2000724.0
331,Movie,Family,"Wonderful World of the Brothers Grimm, The",1962.0,ADVENTURE ,2.15,CLASSIC,not in prior list,No,,2009571.0,1007478.0,No,,2009571.0,No,,
332,Movie,Family,Home from the Hill,1960.0,DRAMA ,2.5,CLASSIC,2009199,No,,2009199.0,1007124.0,No,,2009199.0,No,,
333,Movie,Family,Magic Boy,1960.0,ADVENTURE ,1.38,CLASSIC,not in prior list,No,,2009299.0,1007221.0,No,,,,,
334,Movie,Family,Please Don't Eat the Daisies,1960.0,COMEDY ,1.85,CLASSIC,2009201,No,,2009201.0,1007126.0,No,,2009201.0,No,,
335,Movie,Family,Andy Hardy Comes Home,1958.0,COMEDY ,1.35,CLASSIC,not in prior list,No,,2006827.0,1005557.0,No,,2006827.0,No,tt0051360,2006827.0
336,Movie,Family,Escapade in Japan,1957.0,ADVENTURE ,1.55,CLASSIC,not in prior list,No,,2008838.0,1006791.0,No,,2008838.0,No,,
337,Movie,Family,"Happy Road, The",1957.0,COMEDY ,1.66,CLASSIC,not in prior list,No,,2008880.0,1006828.0,No,,2008880.0,No,,
338,Movie,Family,"Invisible Boy, The",1957.0,DRAMA ,1.41,CLASSIC,not in prior list,No,,2008974.0,1006914.0,No,,2008974.0,No,,
339,Movie,Family,Man on Fire (1957),1957.0,DRAMA ,1.58,CLASSIC,not in prior list,No,,2008873.0,1006822.0,No,,2008873.0,No,,
340,Movie,Family,"Young Stranger, The",1957.0,DRAMA ,1.4,CLASSIC,not in prior list,No,,2008846.0,1006798.0,No,,2008846.0,No,,
341,Movie,Family,It's a Dog's Life,1955.0,COMEDY ,1.45,CLASSIC,not in prior list,No,,2004298.0,1003401.0,No,,2004298.0,No,,
342,Movie,Family,Her Twelve Men,1954.0,COMEDY ,1.51,CLASSIC,not in prior list,No,,2008531.0,1006502.0,No,,2008531.0,No,,
343,Movie,Family,Bright Road,1953.0,DRAMA ,1.15,CLASSIC,not in prior list,No,,2008400.0,1006377.0,No,,2008400.0,No,,
344,Movie,Family,Room for One More,1952.0,COMEDY ,1.63,CLASSIC,not in prior list,No,,2000384.0,1000366.0,No,,2000384.0,No,tt0045102,2000384.0
345,Movie,Family,Young Man with Ideas,1952.0,COMEDY ,1.4,CLASSIC,not in prior list,No,,2008324.0,1006307.0,No,,2008324.0,No,,
346,Movie,Family,Gunplay,1951.0,ACTION ,1.0,CLASSIC,not in prior list,No,,2005931.0,1004683.0,No,,2005931.0,No,,
347,Movie,Family,"Happy Years, The",1950.0,COMEDY ,1.43,CLASSIC,not in prior list,No,,2008158.0,1006159.0,No,,2008158.0,No,,
348,Movie,Family,"Secret Garden, The (1949)",1949.0,DRAMA ,1.53,CLASSIC,not in prior list,No,,2008121.0,1006131.0,No,,2008121.0,No,,
349,Movie,Family,"Story of Seabiscuit, The",1949.0,DRAMA ,1.63,CLASSIC,not in prior list,No,,2012131.0,1009784.0,No,,2012131.0,No,,
350,Movie,Family,"Boy with Green Hair, The",1948.0,DRAMA ,1.36,CLASSIC,not in prior list,No,,2003551.0,1002674.0,No,,2003551.0,No,,
351,Movie,Family,I Remember Mama,1948.0,COMEDY ,2.23,CLASSIC,2007622,No,,2007622.0,1005693.0,No,,2007622.0,No,,
352,Movie,Family,Tenth Avenue Angel,1948.0,DRAMA ,1.23,CLASSIC,not in prior list,No,,2008023.0,1006042.0,No,,2008023.0,No,,
353,Movie,Family,High school Hero,1946.0,COMEDY ,1.15,CLASSIC,not in prior list,No,,2000960.0,1000706.0,No,,2000960.0,No,,
354,Movie,Family,Freddie Steps Out,1946.0,COMEDY ,1.25,CLASSIC,not in prior list,No,,2000925.0,1000706.0,No,,2000925.0,No,,
355,Movie,Family,My Brother Talks to Horses,1946.0,COMEDY ,1.55,CLASSIC,not in prior list,No,,2007963.0,1005992.0,No,,,,,
356,Movie,Family,"Yearling, The",1946.0,DRAMA ,2.23,CLASSIC,not in prior list,No,,2007965.0,1005994.0,No,,2007965.0,No,,
357,Movie,Family,"My Pal, Wolf",1944.0,DRAMA ,1.25,CLASSIC,not in prior list,No,,2009177.0,1007103.0,No,,2009177.0,No,,
358,Movie,Family,"Canterville Ghost, The",1944.0,COMEDY ,1.58,CLASSIC,not in prior list,No,,2007803.0,1005857.0,No,,2007803.0,No,,
359,Movie,Family,"Human Comedy, The",1943.0,COMEDY ,1.95,CLASSIC,not in prior list,No,,2007979.0,1006007.0,No,,2007979.0,No,,
360,Movie,Crime/Noir,"Departed, The",2006.0,DRAMA ,2.51,A,not in prior list,Yes,,2025893.0,1020047.0,No,,2025893.0,No,tt0407887,2025893.0
361,Movie,Crime/Noir,"Town, The",2010.0,THRILLER,2.08,A,not in prior list,Yes,,2044344.0,1027239.0,No,,2044344.0,No,tt0840361,2044344.0
362,Movie,Crime/Noir,Training Day,2001.0,DRAMA ,2.03,A,not in prior list,Yes,,2004652.0,1003743.0,Yes,,2004652.0,No,tt0139654,2004652.0
363,Movie,Crime/Noir,Seven,1995.0,THRILLER ,2.17,A,not in prior list,Yes,,2017015.0,1013325.0,Yes,,2017015.0,No,tt0114369,2017015.0
364,Movie,Crime/Noir,"Dead Pool, The",1988.0,THRILLER ,1.53,B,not in prior list,Yes,,2002311.0,1001652.0,No,,2002311.0,No,tt0094963,2002311.0
365,Movie,Crime/Noir,Sudden Impact,1983.0,THRILLER ,1.95,B,not in prior list,Yes,,2002091.0,1001436.0,No,,2002091.0,No,tt0086383,2002091.0
366,Movie,Crime/Noir,"Brave One, The",2007.0,THRILLER ,2.03,B,not in prior list,Yes,,2009557.0,1007468.0,No,,2024997.0,Yes,tt0476964,2024997.0
367,Movie,Crime/Noir,Ricochet,1991.0,DRAMA ,1.62,B,not in prior list,Yes,,2002550.0,1001888.0,Yes,,2002550.0,No,tt0102789,2002550.0
368,Movie,Crime/Noir,"Perfect World, A",1993.0,DRAMA ,2.3,C,not in prior list,Yes,,2003266.0,1002389.0,No,,2003266.0,No,tt0107808,2003266.0
369,Movie,Crime/Noir,Insomnia,2002.0,THRILLER ,1.97,C,not in prior list,Yes,,2004689.0,1003780.0,No,,2004689.0,No,tt0278504,2004689.0
370,Movie,Crime/Noir,City By the Sea,2002.0,DRAMA ,1.8,C,not in prior list,Yes,,2004649.0,1003740.0,No,,2004649.0,No,tt0269095,2004649.0
371,Movie,Crime/Noir,Dog Day Afternoon,1975.0,DRAMA ,2.08,C,not in prior list,Yes,,2001744.0,1001104.0,No,,2001744.0,No,tt0072890,2001744.0
372,Movie,Crime/Noir,"Public Enemy, The",1931.0,DRAMA ,1.4,C,not in prior list,Yes,,2010273.0,1008130.0,No,,2010273.0,No,tt0022286,2010273.0
373,Movie,Crime/Noir,"Big Sleep, The",1946.0,DRAMA ,1.9,C,2010684,Yes,,2010684.0,1008443.0,No,,2010684.0,No,tt0038355,2010684.0
374,Movie,Crime/Noir,"Postman Always Rings Twice, The",1946.0,DRAMA ,1.88,C,not in prior list,Yes,,2007906.0,1005939.0,No,,2007906.0,No,tt0038854,2007906.0
375,Movie,Crime/Noir,Cast a Dark Shadow,1955.0,DRAMA ,1.36,CLASSIC,not in prior list,No,x,2008633.0,1006597.0,No,,2008633.0,No,,
376,Movie,Crime/Noir,Death of a Scoundrel,1955.0,DRAMA ,1.98,CLASSIC,not in prior list,No,x,2008290.0,1006277.0,No,,,,,
377,Movie,Crime/Noir,Postmark for Danger,1955.0,DRAMA ,1.4,CLASSIC,not in prior list,No,x,2008637.0,1006601.0,No,,2008637.0,No,,
378,Movie,Crime/Noir,Betrayed (1954),1954.0,DRAMA ,1.8,CLASSIC,not in prior list,No,x,2008624.0,1006589.0,No,,2008624.0,No,,
379,Movie,Crime/Noir,Crime Wave,1954.0,DRAMA ,1.23,CLASSIC,not in prior list,No,x,2000434.0,1000413.0,No,,2000434.0,No,,
380,Movie,Crime/Noir,Angel Face,1953.0,DRAMA ,1.51,CLASSIC,not in prior list,No,x,2000159.0,1000151.0,No,,2000159.0,No,,
381,Movie,Crime/Noir,Code Two,1953.0,DRAMA ,1.15,CLASSIC,not in prior list,No,x,2008403.0,1006380.0,No,,2008403.0,No,,
382,Movie,Crime/Noir,On Dangerous Ground,1952.0,DRAMA ,1.36,CLASSIC,not in prior list,No,x,2009495.0,1007410.0,No,,,,,
383,Movie,Crime/Noir,"Devil Makes Three, The",1952.0,DRAMA ,1.5,CLASSIC,not in prior list,No,x,2008370.0,1006350.0,No,,,,,
384,Movie,Crime/Noir,"Hour of 13, The",1952.0,DRAMA ,1.31,CLASSIC,not in prior list,No,x,2008377.0,1006357.0,No,,2008377.0,No,,
385,Movie,Crime/Noir,"Light Touch, The",1951.0,DRAMA ,1.78,CLASSIC,not in prior list,No,x,2008304.0,1006289.0,No,,2008304.0,No,,
386,Movie,Crime/Noir,"Man with a Cloak, The",1951.0,DRAMA ,1.35,CLASSIC,not in prior list,No,x,2008294.0,1006280.0,No,,2008294.0,No,,
387,Movie,Crime/Noir,No Questions Asked,1951.0,DRAMA ,1.33,CLASSIC,not in prior list,No,,2008241.0,1006236.0,No,,2008241.0,No,,
388,Movie,Crime/Noir,"Sellout, The (1951)",1951.0,DRAMA ,1.36,CLASSIC,not in prior list,No,,2008312.0,1006296.0,No,,2008312.0,No,,
389,Movie,Crime/Noir,"Strip, The",1951.0,DRAMA ,1.41,CLASSIC,not in prior list,No,,2008250.0,1006244.0,No,,2008250.0,No,,
390,Movie,Crime/Noir,"Tall Target, The",1951.0,DRAMA ,1.3,CLASSIC,not in prior list,No,,2008248.0,1006243.0,No,,2008248.0,No,,
391,Movie,Crime/Noir,Tomorrow Is Another Day,1951.0,DRAMA ,1.5,CLASSIC,not in prior list,No,,2000375.0,1000357.0,No,,2000375.0,No,,
392,Movie,Crime/Noir,"Unknown Man, The",1951.0,DRAMA ,1.43,CLASSIC,not in prior list,No,,2008301.0,1006286.0,No,,2008301.0,No,,
393,Movie,Crime/Noir,"Damned Don't Cry, The",1950.0,DRAMA ,1.73,CLASSIC,not in prior list,No,,2000338.0,1000320.0,No,,2000338.0,No,,
394,Movie,Crime/Noir,"Dangerous Profession, A",1950.0,DRAMA ,1.31,CLASSIC,not in prior list,No,,2004481.0,1003577.0,No,,,,,
395,Movie,Crime/Noir,Destination Murder,1950.0,DRAMA ,1.2,CLASSIC,not in prior list,No,,2004511.0,1003607.0,No,,2004511.0,No,,
396,Movie,Crime/Noir,Double Deal,1950.0,DRAMA ,1.08,CLASSIC,not in prior list,No,,2004745.0,1003834.0,No,,2004745.0,No,,
397,Movie,Crime/Noir,Mystery Street,1950.0,DRAMA ,1.55,CLASSIC,not in prior list,No,,2008160.0,1006161.0,No,,2008160.0,No,,
398,Movie,Crime/Noir,Outrage,1950.0,DRAMA ,1.25,CLASSIC,not in prior list,No,,2052847.0,1031916.0,No,,2008171.0,Yes,,
399,Movie,Crime/Noir,Scene of the Crime,1950.0,DRAMA ,1.56,CLASSIC,not in prior list,No,,2008096.0,1006110.0,No,,,,,
400,Movie,Crime/Noir,"Secret Fury, The",1950.0,DRAMA ,1.43,CLASSIC,not in prior list,No,,2008172.0,1006170.0,No,,2008172.0,No,,
401,Movie,Crime/Noir,Shadow on the Wall,1950.0,DRAMA ,1.4,CLASSIC,not in prior list,No,,2008151.0,1006154.0,No,,2008151.0,No,,
402,Movie,Crime/Noir,"Woman on Pier 13, The",1950.0,DRAMA ,1.21,CLASSIC,not in prior list,No,,2014236.0,1011577.0,No,,,,,
403,Movie,Crime/Noir,Incident,1949.0,DRAMA ,1.13,CLASSIC,not in prior list,No,,2000974.0,1000706.0,No,,2000974.0,No,,
404,Movie,Crime/Noir,"Bribe, The",1949.0,DRAMA ,1.63,CLASSIC,not in prior list,No,,2008078.0,1006095.0,No,,2008078.0,No,,
