,Type,Channel,Title,Year,Genre,Runtime,Bucket,Tentpole,Co-Fi?,PRODUCT ID,imdb_id,title_id
78,Movie,Action,Black Belt Jones,1974.0,ACTION ,1.43,C,No,No,2001694.0,tt0071221,
79,Movie,Action,"Outfit, The",1974.0,ACTION ,1.71,CLASSIC,No,No,,,
80,Movie,Action,"Super Cops, The",1974.0,ACTION ,1.56,CLASSIC,No,No,2010932.0,tt0072228,
81,Movie,Action,"Mackintosh Man, The",1973.0,ACTION ,1.65,CLASSIC,No,No,2001651.0,tt0070351,
82,Movie,Action,Doberman Gang,1972.0,ACTION ,1.41,CLASSIC,No,No,2011349.0,tt0068491,
83,Movie,Action,"Getaway, The (1972)",1972.0,ACTION ,2.03,CLASSIC,No,No,2003526.0,tt0068638,GYB2LnQjfVyvCIgEAAAAI
84,Movie,Action,Melinda,1972.0,ACTION ,1.81,CLASSIC,No,No,2010745.0,tt0068934,
85,Movie,Action,Sitting Target,1972.0,ACTION ,1.55,CLASSIC,No,No,2010731.0,tt0069273,
86,Movie,Action,Skyjacked,1972.0,ACTION,1.68,CLASSIC,No,No,2010739.0,tt0069278,
87,Movie,Action,Snow Job,1972.0,ACTION ,1.5,CLASSIC,No,No,2001615.0,tt0069290,
88,Movie,Action,"Omega Man, The",1971.0,ACTION ,1.65,CLASSIC,No,No,2001602.0,tt0067525,GX5NuAwzG5Z2ywgEAAADM
89,Movie,Action,Get Carter (1971),1971.0,ACTION ,1.86,CLASSIC,No,No,2010604.0,tt0067128,GX-J6sQFmBYuxvgEAAAEO
90,Movie,Action,"Last Run, The",1971.0,ACTION ,1.65,CLASSIC,No,No,2010622.0,tt0067329,
91,Movie,Action,No Blade of Grass,1970.0,ACTION ,1.61,CLASSIC,No,No,2010594.0,tt0066154,GX5NsuAsOOcPCCQEAAAAH
92,Movie,Action,Alfred the Great,1969.0,ACTION ,2.03,CLASSIC,No,No,2010466.0,tt0064000,
93,Movie,Action,"Green Berets, The",1969.0,ACTION ,2.35,C,No,No,,,
94,Movie,Action,Bullitt,1968.0,ACTION ,1.73,C,No,No,2001538.0,tt0062765,GX9q8tQwrED8EowEAAAAG
95,Movie,Rom-Coms,Crazy Rich Asians,2018.0,COMEDY ,2.0,A,Yes,Yes,2077273.0,tt3104988,GX6QtHQxBD5nCwwEAAAHM
96,Movie,Rom-Coms,Crazy Rich Asians,2018.0,COMEDY ,2.0,A,Yes,Yes,2077273.0,tt3104988,GXGchGwJlJoGmwwEAAACR
97,Movie,Rom-Coms,Wedding Crashers,2005.0,COMEDY ,1.98,A,Yes,No,2029440.0,tt0396269,GVU3XrwAJu1FvjSoJAYCp
98,Movie,Rom-Coms,Wedding Crashers,2005.0,COMEDY ,1.98,A,Yes,No,2029440.0,tt0396269,GXwO8LwQUJbnDHQEAAARh
99,Movie,Rom-Coms,Valentine's Day,2010.0,COMEDY ,2.08,A,Yes,No,2049382.0,tt0817230,GYCF3-AxmF7-0pAEAAAAR
100,Movie,Rom-Coms,Valentine's Day,2010.0,COMEDY ,2.08,A,Yes,No,2049382.0,tt0817230,GXBkP_QGwkYa1vAEAAANh
101,Movie,Rom-Coms,"CRAZY, STUPID, LOVE 2011",2011.0,COMEDY ,1.83,A,Yes,No,,,
102,Movie,Rom-Coms,"Wedding Singer, The",1998.0,COMEDY ,1.6,A,Yes,No,2017099.0,tt0120888,GXyINwwb5IMJ6pQEAAAAU
103,Movie,Rom-Coms,He's Just Not That Into You,2009.0,COMEDY ,2.12,B,Yes,No,2047069.0,tt1001508,GW88s5gJJLsN5wwEAAAIf
104,Movie,Rom-Coms,He's Just Not That Into You,2009.0,COMEDY ,2.12,B,Yes,No,2047069.0,tt1001508,GYGP7fwpWoYC6twEAAAEX
105,Movie,Rom-Coms,Ghosts Of Girlfriends Past,2009.0,COMEDY ,1.68,B,Yes,No,2046422.0,tt0821640,GYKRNVQzMQDZxYQEAAABX
106,Movie,Rom-Coms,Ghosts Of Girlfriends Past,2009.0,COMEDY ,1.68,B,Yes,No,2046422.0,tt0821640,GW88sswbb76GJwgEAAAHW
107,Movie,Rom-Coms,Life As We Know It,2010.0,COMEDY ,1.92,B,Yes,No,2051950.0,tt1055292,GXdu2VgjjzZuAuwEAADap
108,Movie,Rom-Coms,Life As We Know It,2010.0,COMEDY ,1.92,B,Yes,No,2051950.0,tt1055292,GXRtooQs1gpVLqQEAAACQ
109,Movie,Rom-Coms,Two Weeks Notice,2002.0,COMEDY ,1.7,A,Yes,Yes,2004700.0,tt0313737,GXnJJdwvyup4_wwEAAEzA
110,Movie,Rom-Coms,Two Weeks Notice,2002.0,COMEDY ,1.7,A,Yes,Yes,2004700.0,tt0313737,GXjtShgoHJ8PDwwEAAAhe
111,Movie,Rom-Coms,You've Got Mail,1998.0,COMEDY ,1.98,A,Yes,No,2003667.0,tt0128853,GXsUzqAHp-UCxkQEAAAAa
112,Movie,Rom-Coms,Just Friends,2005.0,COMEDY ,1.57,A,Yes,No,2040158.0,tt0433400,GYfmB_QZIFrusCAEAAAAY
113,Movie,Rom-Coms,Just Friends,2005.0,COMEDY ,1.57,A,Yes,No,2040158.0,tt0433400,GVU2hNgfF31FvjSoJAUMG
114,Movie,Rom-Coms,Love Don't Cost a Thing,2003.0,COMEDY ,1.75,B,Yes,No,2024772.0,tt0337592,GXt52wgC5dMJHjQEAAAtc
115,Movie,Rom-Coms,How To Be Single,2016.0,COMEDY ,1.83,A,Yes,Yes,2051603.0,tt1292566,GV-BPaQSKT8JMwwEAAACP
116,Movie,Rom-Coms,Blended,2014.0,COMEDY ,1.95,A,Yes,No,2046990.0,tt1086772,GYKRGhgB8yXnDYgEAAADZ
117,Movie,Rom-Coms,Blended,2014.0,COMEDY ,1.95,A,Yes,No,2046990.0,tt1086772,GY31XlgfcNaaHgQEAAAHG
118,Movie,Rom-Coms,Something Borrowed 2011,2011.0,COMEDY ,1.88,B,Yes,No,,,
119,Movie,Rom-Coms,Flipped,2010.0,COMEDY ,1.5,C,No,No,2051018.0,tt0817177,GWRyaXAWCAcLDwwEAAACD
120,Movie,Rom-Coms,Flipped,2010.0,COMEDY ,1.5,C,No,No,2051018.0,tt0817177,GXsQOCwawIG2nwwEAAABu
121,Movie,Rom-Coms,Chaos Theory,2008.0,COMEDY ,1.46,C,No,Yes,2037673.0,tt0460745,GYKRGrgKLzDZxYQEAAABF
122,Movie,Rom-Coms,Over Her Dead Body,2008.0,COMEDY ,1.58,C,No,No,,,
123,Movie,Rom-Coms,In the Land of Women,2007.0,COMEDY ,1.65,C,No,No,,,
124,Movie,Rom-Coms,Full Of It,2007.0,COMEDY ,1.55,C,No,No,2044439.0,tt0446752,
125,Movie,Rom-Coms,"Upside Of Anger, The",2005.0,COMEDY ,1.93,C,No,No,2034207.0,tt0365885,GYBQlkw4vI7CLbQEAAAEV
126,Movie,Rom-Coms,"Upside Of Anger, The",2005.0,COMEDY ,1.93,C,No,No,2034207.0,tt0365885,GVU2w7AM50YNJjhsJAVQ3
127,Movie,Rom-Coms,Laws Of Attraction,2004.0,COMEDY ,1.45,C,No,No,2026834.0,tt0323033,GYK0joQ2p9nXCMAEAAAAH
128,Movie,Rom-Coms,Laws Of Attraction,2004.0,COMEDY ,1.45,C,No,No,2026834.0,tt0323033,GXmbDowNTgCLCHAEAABnx
129,Movie,Rom-Coms,Chasing Liberty,2004.0,COMEDY ,1.85,C,No,No,2026972.0,tt0360139,GX-EVewILecPCZQEAAAAi
130,Movie,Rom-Coms,How To Deal,2003.0,COMEDY ,1.68,C,No,No,2024499.0,tt0319524,GYNJNuQlrhlmLtAEAAAA7
131,Movie,Rom-Coms,Alex & Emma,2003.0,COMEDY ,1.66,C,No,No,2024154.0,tt0318283,GYdYesQJUD6iJrwEAAAAp
132,Movie,Rom-Coms,Human Nature,2002.0,COMEDY ,1.6,C,No,No,,,
133,Movie,Rom-Coms,Storytelling,2002.0,COMEDY ,1.45,C,No,No,,,
134,Movie,Rom-Coms,Town & Country,2001.0,COMEDY ,1.76,C,No,No,2017123.0,tt0141907,
135,Movie,Rom-Coms,"Bachelor, The (1999)",1999.0,COMEDY ,1.7,C,No,No,2017132.0,tt0120596,GXtldwAvhSpuSkwEAAARi
136,Movie,Rom-Coms,Man Of The Century,1999.0,COMEDY ,1.3,C,No,No,2017159.0,tt0138537,
137,Movie,Rom-Coms,Three to Tango,1999.0,COMEDY ,1.63,C,No,Yes,2003706.0,tt0144640,GXSycFAghL5VLqQEAAAlq
138,Movie,Rom-Coms,Lost And Found,1999.0,COMEDY ,1.66,C,No,No,2003720.0,tt0120836,
139,Movie,Rom-Coms,Theory Of Flight,1998.0,COMEDY ,1.63,C,No,No,2017112.0,tt0120861,
140,Movie,Rom-Coms,Home Fries,1998.0,COMEDY ,1.53,C,No,No,2003568.0,tt0119304,GYfijqg48tZFvjQEAAACw
141,Movie,Rom-Coms,Living Out Loud,1998.0,COMEDY ,1.66,C,No,No,2017110.0,tt0120722,GYC51tghtPXDDwwEAAAAH
142,Movie,Rom-Coms,Trojan War,1997.0,COMEDY ,1.4,C,No,No,2003559.0,tt0120376,
143,Movie,Rom-Coms,Father's Day,1997.0,COMEDY ,1.7,C,No,No,,,
144,Movie,Rom-Coms,Twelfth Night,1996.0,COMEDY ,2.23,C,No,No,2017054.0,tt0117991,
145,Movie,Rom-Coms,Feeling Minnesota,1996.0,COMEDY ,1.58,C,No,No,2017030.0,tt0116289,
146,Movie,Rom-Coms,Forget Paris,1995.0,COMEDY ,1.68,C,No,No,2015316.0,tt0113097,GX-EWwAnipMIPaQEAAAAb
147,Movie,Rom-Coms,Forget Paris,1995.0,COMEDY ,1.68,C,No,No,2015316.0,tt0113097,GVzYe2gjaVWeOwgEAAACP
148,Movie,Rom-Coms,For Better or Worse,1995.0,COMEDY ,1.58,C,No,No,2015315.0,tt0116332,
149,Movie,Rom-Coms,Even Cowgirls Get The Blues,1994.0,COMEDY ,1.7,C,No,No,2016709.0,tt0106834,
150,Movie,Rom-Coms,With Honors,1994.0,COMEDY ,1.66,C,No,No,2003297.0,tt0111732,GYIjctwZPeJGxLwEAAABs
151,Movie,Rom-Coms,Naked In New York,1994.0,COMEDY ,1.6,C,No,No,2016764.0,tt0110623,
152,Movie,Rom-Coms,Mr. Wonderful,1993.0,COMEDY ,1.65,C,No,No,2003259.0,tt0107613,GXYT0VgbDicPCwgEAAAfy
153,Movie,Rom-Coms,Three Of Hearts,1993.0,COMEDY ,1.71,C,No,No,2016809.0,tt0108334,
154,Movie,Rom-Coms,Used People,1992.0,COMEDY ,1.91,C,No,No,2042180.0,tt0105706,
155,Movie,Rom-Coms,Singles,1992.0,COMEDY ,1.65,C,No,No,2002542.0,tt0105415,GYGQU0AQCLoC6twEAAALV
156,Movie,Rom-Coms,Book Of Love,1991.0,COMEDY ,1.36,C,No,No,2016680.0,tt0099166,
157,Movie,Rom-Coms,Sibling Rivalry,1990.0,COMEDY ,1.46,C,No,No,2015277.0,tt0100611,
158,Movie,Rom-Coms,Joe Versus the Volcano,1990.0,COMEDY ,1.7,C,No,Yes,2002470.0,tt0099892,GYdu-PAxjYbeZGAEAAAFn
159,Movie,Rom-Coms,Her Alibi,1989.0,COMEDY ,1.58,C,No,No,2002406.0,tt0097500,
160,Movie,Rom-Coms,Crossing Delancey,1988.0,COMEDY ,1.6,C,No,No,2002325.0,tt0094921,GYS6rhwDi6sJ9qQEAAADe
161,Movie,Rom-Coms,In the Mood,1987.0,COMEDY ,1.63,C,No,No,2002292.0,tt0093253,
162,Movie,Rom-Coms,Who's That Girl,1987.0,COMEDY ,1.53,C,No,No,2002233.0,tt0094321,GYGScigRp9Ki1twEAAAAJ
163,Movie,Rom-Coms,My Demon Lover,1987.0,COMEDY ,1.45,C,No,No,2016761.0,tt0093589,
164,Movie,Rom-Coms,Club Paradise,1986.0,COMEDY ,1.6,C,No,No,2002193.0,tt0090856,
165,Movie,Rom-Coms,Mr. Love,1986.0,COMEDY ,1.53,C,No,Yes,2002190.0,tt0089633,
166,Movie,Rom-Coms,French Lessons,1986.0,COMEDY ,1.51,C,No,No,,,
167,Movie,Rom-Coms,Lost in America,1985.0,COMEDY ,1.53,C,No,No,2002122.0,tt0089504,GXSycQQoxipVLqQEAAAw3
168,Movie,Rom-Coms,Local Hero,1983.0,COMEDY ,1.9,C,No,No,2002072.0,tt0085859,
169,Movie,Rom-Coms,Lovesick,1983.0,COMEDY ,1.6,CLASSIC,No,No,2002038.0,tt0085873,
170,Movie,Rom-Coms,Best Friends,1982.0,COMEDY ,1.81,CLASSIC,No,No,2002035.0,tt0083641,
171,Movie,Rom-Coms,My Favorite Year,1982.0,COMEDY ,1.53,CLASSIC,No,No,2012126.0,tt0084370,GX-EgbgWApZrDwwEAAACY
172,Movie,Rom-Coms,Night Shift,1982.0,COMEDY ,1.78,CLASSIC,No,No,2002039.0,tt0084412,GXWVAKQX_JlvCwgEAAAAD
173,Movie,Rom-Coms,Soup for One,1982.0,COMEDY ,1.41,CLASSIC,No,No,,,
174,Movie,Rom-Coms,So Fine,1981.0,COMEDY ,1.53,CLASSIC,No,No,2002001.0,tt0083099,
175,Movie,Rom-Coms,Second Hand Hearts,1981.0,COMEDY ,1.61,CLASSIC,No,No,2011636.0,tt0083041,
176,Movie,Rom-Coms,Just Tell Me What You Want,1980.0,COMEDY ,1.86,CLASSIC,No,No,2001929.0,tt0080975,
177,Movie,Rom-Coms,"""10""",1979.0,COMEDY ,2.03,C,No,No,2001931.0,tt0078721,GYGIefg1jFcMUuAEAAAAi
178,Movie,Rom-Coms,"Little Romance, A",1979.0,COMEDY ,1.81,C,No,No,2001919.0,tt0079477,
179,Movie,Rom-Coms,"Goodbye Girl, The",1977.0,COMEDY ,1.83,CLASSIC,No,No,2001841.0,tt0076095,GYnAUpAU5vbM7wgEAAAFS
180,Movie,Rom-Coms,Blume in Love,1973.0,COMEDY ,2.0,CLASSIC,No,No,2001647.0,tt0069808,
181,Movie,Rom-Coms,"THIEF  WHO CAME TO DINNER, THE",1973.0,COMEDY ,1.75,CLASSIC,No,No,2001639.0,tt0070794,
182,Movie,Rom-Coms,"What's Up, Doc?",1972.0,COMEDY ,1.56,C,No,No,,,
183,Movie,Rom-Coms,Summer of '42,1971.0,COMEDY ,1.75,CLASSIC,No,No,2001596.0,tt0067803,GYjE2VQD0T0mZwgEAAAAE
184,Movie,Rom-Coms,"I Love You, Alice B. Toklas",1968.0,COMEDY ,1.56,CLASSIC,No,No,2001534.0,tt0063115,
185,Movie,Rom-Coms,"Live a Little, Love a Little",1968.0,COMEDY ,1.5,C,No,No,2010301.0,tt0063231,
186,Movie,Rom-Coms,Speedway,1968.0,COMEDY ,1.56,C,No,No,2010017.0,tt0063634,GYS6z5w6Fib12VQEAAACU
187,Movie,Rom-Coms,Sweet November (1968),1968.0,COMEDY ,1.9,CLASSIC,No,Yes,2001508.0,tt0063661,
188,Movie,Rom-Coms,"Cool Ones, The",1967.0,COMEDY ,1.58,CLASSIC,No,No,2001467.0,tt0061514,
189,Movie,Rom-Coms,Don't Make Waves,1967.0,COMEDY ,1.61,CLASSIC,No,No,2009932.0,tt0061590,
190,Movie,Rom-Coms,Kaleidoscope,1967.0,COMEDY ,1.71,CLASSIC,No,No,,,
191,Movie,Rom-Coms,Not With My Wife You Don't,1967.0,COMEDY ,1.98,CLASSIC,No,No,,,
192,Movie,Rom-Coms,Three Bites of the Apple,1967.0,COMEDY ,1.75,CLASSIC,No,No,2009921.0,tt0062364,
193,Movie,Rom-Coms,You're a Big Boy Now,1967.0,COMEDY ,1.6,CLASSIC,No,No,,,
194,Movie,Rom-Coms,Any Wednesday,1966.0,COMEDY ,1.81,CLASSIC,No,No,2001464.0,tt0060112,
195,Movie,Rom-Coms,"Family Way, The",1966.0,COMEDY ,1.91,CLASSIC,No,No,,,
196,Movie,Rom-Coms,"Glass Bottom Boat, The",1966.0,COMEDY ,1.83,CLASSIC,No,No,2009844.0,tt0060463,
197,Movie,Rom-Coms,Made in Paris,1966.0,COMEDY ,1.68,CLASSIC,No,No,2009827.0,tt0060646,
198,Movie,Comedy,"Hangover, The",2009.0,COMEDY ,1.66,A,Yes,Yes,2047417.0,tt1119646,GW88sqQNhsrqukAEAAAI0
199,Movie,Comedy,"Hangover, The",2009.0,COMEDY ,1.66,A,Yes,Yes,2047417.0,tt1119646,GYL_Z7AW4ppXCCQEAAADa
200,Movie,Comedy,We're The Millers,2013.0,COMEDY ,1.82,A,Yes,No,2054437.0,tt1723121,GYR1YhQ7-C7iVuQEAAAj-
201,Movie,Comedy,Horrible Bosses 2011,2011.0,COMEDY ,1.55,A,Yes,No,,,
202,Movie,Comedy,Austin Powers: The Spy Who Shagged Me,1999.0,COMEDY ,1.58,A,Yes,No,,,
203,Movie,Comedy,Friday,1995.0,COMEDY ,1.48,A,Yes,No,2012700.0,tt0113118,GX07YPQvW3nOVpQEAAAEs
204,Movie,Comedy,Miss Congeniality,2000.0,COMEDY ,1.83,A,Yes,Yes,2004597.0,tt0212346,GXyINuQrm9o6vcwEAAAFE
205,Movie,Comedy,Tammy,2014.0,COMEDY ,1.62,A,Yes,No,2060911.0,tt2103254,GYMM_bgifpcLCYgEAAAAD
206,Movie,Comedy,"Mask, The (1994)",1994.0,COMEDY ,1.68,A,Yes,No,2016956.0,tt0110475,GW6PCdgYI0RjDwgEAAAFa
207,Movie,Comedy,"Mask, The (1994)",1994.0,COMEDY ,1.68,A,Yes,No,2016956.0,tt0110475,GXdu2ZAigOMPCwwEAADXI
208,Movie,Comedy,Analyze This,1999.0,COMEDY ,1.77,B,Yes,Yes,2003583.0,tt0122933,GXmasMAfLHp4_wwEAACtD
209,Movie,Comedy,Cop Out,2010.0,COMEDY ,1.78,B,Yes,No,2049086.0,tt1385867,GW_Lw8gvojr5KoAEAAAAd
