,Type,Channel,Title_x,Year,Genre,Runtime,Bucket,MPM from Prior List,Tentpole,Additional Titles to Pull,PRODUCT ID_x,Product ID,Co-Fi?,Unnamed: 13,UPDATED PRODUCT ID,Different than Original?,Title_y,imdb_id,PRODUCT ID_y,page_views
54,Movie,Action,Every Which Way But Loose,1978.0,ACTION ,1.9,CLASSIC,2001886,No,,2001886.0,1001240.0,No,,2001886.0,No,Every Which Way But Loose,tt0077523,2001886.0,8410.897477337352
55,Movie,Action,"Gauntlet, The",1977.0,ACTION ,1.88,CLASSIC,not in prior list,No,,2001839.0,1001196.0,No,,2001839.0,No,"Gauntlet, The",tt0076070,2001839.0,4075.984093615573
56,Movie,Action,Greased Lightning,1977.0,ACTION ,1.61,CLASSIC,not in prior list,No,,2001833.0,1001190.0,No,,2001833.0,No,Greased Lightning,tt0076106,2001833.0,3162.778234136145
57,Movie,Action,Viva Knievel!,1977.0,ACTION ,1.76,CLASSIC,not in prior list,No,,2001830.0,1001187.0,No,,2001830.0,No,Viva Knievel!,tt0076890,2001830.0,554.2808588718497
58,Movie,Action,"Gumball Rally, The",1976.0,ACTION ,1.78,CLASSIC,not in prior list,No,,2001795.0,1001152.0,No,,2001795.0,No,"Gumball Rally, The",tt0074597,2001795.0,2159.510012880647
59,Movie,Action,Hot Potato,1976.0,ACTION ,1.45,CLASSIC,not in prior list,No,,2001778.0,1001136.0,No,,2001778.0,No,Hot Potato,tt0074646,2001778.0,303.96047099424004
60,Movie,Action,Fighting Black Kings,1976.0,ACTION ,1.48,CLASSIC,not in prior list,No,,2016929.0,1013243.0,No,,2016929.0,No,,,,
61,Movie,Action,Logan's Run,1976.0,ACTION ,2.0,CLASSIC,2011101,No,,2031036.0,1023507.0,No,,,,,,,
62,Movie,Action,St. Ives,1976.0,ACTION ,1.56,CLASSIC,not in prior list,No,,2001793.0,1001150.0,No,,2001793.0,No,St. Ives,tt0075263,2001793.0,853.6057671276155
63,Movie,Action,Mitchell,1975.0,ACTION ,1.6,CLASSIC,not in prior list,No,,2000763.0,1000706.0,No,,2000763.0,No,Mitchell,tt0073396,2000763.0,1090.0194667898024
64,Movie,Action,Cleopatra Jones and the Casino of Gold,1975.0,ACTION ,1.61,C,2001676,No,,2001676.0,1001038.0,No,,2001676.0,No,Cleopatra Jones and the Casino of Gold,tt0072791,2001676.0,1040.3527231632927
65,Movie,Action,"Four Musketeers, The",1975.0,ACTION,1.78,CLASSIC,2001898,No,,2004767.0,1003856.0,No,,,,,,,
66,Movie,Action,Mr. Ricco,1975.0,ACTION ,1.63,CLASSIC,not in prior list,No,,2011021.0,1008767.0,No,,2011021.0,No,Mr. Ricco,tt0073411,2011021.0,560.2408681070308
67,Movie,Action,"Towering Inferno, The",1974.0,ACTION ,2.75,CLASSIC,not in prior list,No,,2001719.0,1001079.0,Yes,,2001719.0,No,"Towering Inferno, The",tt0072308,2001719.0,14330.511094368965
68,Movie,Action,"Street Fighter, The",1974.0,ACTION ,1.5,CLASSIC,not in prior list,No,,2016973.0,1013287.0,No,,2016973.0,No,"Street Fighter, The",tt0073756,2016973.0,2099.9099205288353
69,Movie,Action,Black Samson,1974.0,ACTION ,1.48,C,not in prior list,No,,2001711.0,1001072.0,No,,2001711.0,No,Black Samson,tt0071226,2001711.0,225.81812768853132
70,Movie,Action,Black Eye,1974.0,ACTION ,1.63,C,2001701,No,,2001701.0,1001063.0,No,,2001701.0,No,Black Eye,tt0071224,2001701.0,315.88048946460253
71,Movie,Action,Freebie and the Bean,1974.0,ACTION ,1.88,CLASSIC,not in prior list,No,,2001700.0,1001062.0,No,,2001700.0,No,Freebie and the Bean,tt0071521,2001700.0,1695.2915157848688
72,Movie,Action,McQ,1974.0,ACTION ,1.93,CLASSIC,not in prior list,No,,2001695.0,1001057.0,No,,2001695.0,No,McQ,tt0071824,2001695.0,2258.181276885313
73,Movie,Action,Black Belt Jones,1974.0,ACTION ,1.43,C,2001694,No,,2001694.0,1001056.0,No,,2001694.0,No,Black Belt Jones,tt0071221,2001694.0,1284.0508785573675
74,Movie,Action,"Outfit, The",1974.0,ACTION ,1.71,CLASSIC,not in prior list,No,,2010930.0,1008679.0,No,,,,,,,
75,Movie,Action,"Super Cops, The",1974.0,ACTION ,1.56,CLASSIC,not in prior list,No,,2010932.0,1008681.0,No,,2010932.0,No,"Super Cops, The",tt0072228,2010932.0,543.6852868981942
76,Movie,Action,"Mackintosh Man, The",1973.0,ACTION ,1.65,CLASSIC,not in prior list,No,,2001651.0,1001014.0,No,,2001651.0,No,"Mackintosh Man, The",tt0070351,2001651.0,1292.6597807859623
77,Movie,Action,Doberman Gang,1972.0,ACTION ,1.41,CLASSIC,not in prior list,No,,2011349.0,1009071.0,No,,2011349.0,No,Doberman Gang,tt0068491,2011349.0,1196.6374097747102
78,Movie,Action,"Getaway, The (1972)",1972.0,ACTION ,2.03,CLASSIC,2003526,No,,2003526.0,1002649.0,No,,2003526.0,No,"Getaway, The (1972)",tt0068638,2003526.0,8909.55158334751
79,Movie,Action,Melinda,1972.0,ACTION ,1.81,CLASSIC,not in prior list,No,,2010745.0,1008502.0,No,,2010745.0,No,Melinda,tt0068934,2010745.0,507.2630082387536
80,Movie,Action,Sitting Target,1972.0,ACTION ,1.55,CLASSIC,not in prior list,No,,2010731.0,1008488.0,No,,2010731.0,No,Sitting Target,tt0069273,2010731.0,482.09852480132207
81,Movie,Action,Skyjacked,1972.0,ACTION,1.68,CLASSIC,2010739,No,,2010739.0,1008496.0,No,,2010739.0,No,Skyjacked,tt0069278,2010739.0,3831.6237149731446
82,Movie,Action,Snow Job,1972.0,ACTION ,1.5,CLASSIC,not in prior list,No,,2001615.0,1000980.0,No,,2001615.0,No,Snow Job,tt0069290,2001615.0,126.4846404355117
83,Movie,Action,"Omega Man, The",1971.0,ACTION ,1.65,CLASSIC,not in prior list,No,,2001602.0,1000967.0,No,,2001602.0,No,"Omega Man, The",tt0067525,2001602.0,20169.995698349823
84,Movie,Action,Get Carter (1971),1971.0,ACTION ,1.86,CLASSIC,not in prior list,No,,2010604.0,1008370.0,No,,2010604.0,No,Get Carter (1971),tt0067128,2010604.0,6918.9084987969945
85,Movie,Action,"Last Run, The",1971.0,ACTION ,1.65,CLASSIC,not in prior list,No,,2010622.0,1008387.0,No,,2010622.0,No,"Last Run, The",tt0067329,2010622.0,602.6231560016525
86,Movie,Action,No Blade of Grass,1970.0,ACTION ,1.61,CLASSIC,not in prior list,No,,2010594.0,1008361.0,No,,2010594.0,No,No Blade of Grass,tt0066154,2010594.0,1599.2691447736163
87,Movie,Action,Alfred the Great,1969.0,ACTION ,2.03,CLASSIC,not in prior list,No,,2010466.0,1008233.0,No,,2010466.0,No,Alfred the Great,tt0064000,2010466.0,1385.3710355554472
88,Movie,Action,"Green Berets, The",1969.0,ACTION ,2.35,C,not in prior list,No,,2001529.0,1000894.0,No,,,,,,,
89,Movie,Action,Bullitt,1968.0,ACTION ,1.73,C,2001538,No,,2001538.0,1000903.0,No,,2001538.0,No,Bullitt,tt0062765,2001538.0,14841.747442097843
90,Movie,Rom-Coms,Crazy Rich Asians,2018.0,COMEDY ,2.0,A,not in prior list,Yes,,2077273.0,1043373.0,Yes,,2077273.0,No,Crazy Rich Asians,tt3104988,2077273.0,74498.12877001968
91,Movie,Rom-Coms,Wedding Crashers,2005.0,COMEDY ,1.98,A,not in prior list,Yes,,2029440.0,1023260.0,No,,2029440.0,No,Wedding Crashers,tt0396269,2029440.0,25927.364619534837
92,Movie,Rom-Coms,Valentine's Day,2010.0,COMEDY ,2.08,A,not in prior list,Yes,,2049382.0,1030002.0,No,,2049382.0,No,Valentine's Day,tt0817230,2049382.0,81424.98394779694
93,Movie,Rom-Coms,"CRAZY, STUPID, LOVE 2011",2011.0,COMEDY ,1.83,A,not in prior list,Yes,,2053676.0,1032338.0,No,,,,,,,
94,Movie,Rom-Coms,"Wedding Singer, The",1998.0,COMEDY ,1.6,A,not in prior list,Yes,,2017099.0,1013408.0,No,,2017099.0,No,"Wedding Singer, The",tt0120888,2017099.0,23196.35594332515
95,Movie,Rom-Coms,He's Just Not That Into You,2009.0,COMEDY ,2.12,B,not in prior list,Yes,,2047069.0,1028735.0,No,,2047069.0,No,He's Just Not That Into You,tt1001508,2047069.0,30350.353695287624
96,Movie,Rom-Coms,Ghosts Of Girlfriends Past,2009.0,COMEDY ,1.68,B,not in prior list,Yes,,2046422.0,1028328.0,No,,2046422.0,No,Ghosts Of Girlfriends Past,tt0821640,2046422.0,7482.4604831457955
97,Movie,Rom-Coms,Life As We Know It,2010.0,COMEDY ,1.92,B,not in prior list,Yes,,2051950.0,1031408.0,No,,2051950.0,No,Life As We Know It,tt1055292,2051950.0,8300.306194862324
98,Movie,Rom-Coms,Two Weeks Notice,2002.0,COMEDY ,1.7,A,not in prior list,Yes,,2004700.0,1003791.0,Yes,,2004700.0,No,Two Weeks Notice,tt0313737,2004700.0,11949.818516538266
99,Movie,Rom-Coms,You've Got Mail,1998.0,COMEDY ,1.98,A,not in prior list,Yes,,2003667.0,1002790.0,No,,2003667.0,No,You've Got Mail,tt0128853,2003667.0,31225.150606362546
100,Movie,Rom-Coms,Just Friends,2005.0,COMEDY ,1.57,A,not in prior list,Yes,,2021432.0,1016422.0,No,,2040158.0,Yes,Just Friends,tt0433400,2040158.0,9267.152137458379
101,Movie,Rom-Coms,Love Don't Cost a Thing,2003.0,COMEDY ,1.75,B,not in prior list,Yes,,2024772.0,1018942.0,No,,2024772.0,No,Love Don't Cost a Thing,tt0337592,2024772.0,7034.1353440104995
102,Movie,Rom-Coms,How To Be Single,2016.0,COMEDY ,1.83,A,not in prior list,Yes,,2051603.0,1031226.0,Yes,,2051603.0,No,How To Be Single,tt1292566,2051603.0,19132.291868179942
103,Movie,Rom-Coms,Blended,2014.0,COMEDY ,1.95,A,not in prior list,Yes,,2046990.0,1028676.0,No,,2046990.0,No,Blended,tt1086772,2046990.0,28314.017206600718
104,Movie,Rom-Coms,Something Borrowed 2011,2011.0,COMEDY ,1.88,B,not in prior list,Yes,,2054357.0,1032677.0,No,,,,,,,
105,Movie,Rom-Coms,Flipped,2010.0,COMEDY ,1.5,C,not in prior list,No,x,2051018.0,1030870.0,No,,2051018.0,No,Flipped,tt0817177,2051018.0,20918.970192237583
106,Movie,Rom-Coms,Chaos Theory,2008.0,COMEDY ,1.46,C,not in prior list,No,x,2037673.0,1024982.0,Yes,,2037673.0,No,Chaos Theory,tt0460745,2037673.0,1536.3579361800373
107,Movie,Rom-Coms,Over Her Dead Body,2008.0,COMEDY ,1.58,C,not in prior list,No,x,2047462.0,1028961.0,No,,,,,,,
108,Movie,Rom-Coms,In the Land of Women,2007.0,COMEDY ,1.65,C,not in prior list,No,x,2031210.0,1023534.0,No,,,,,,,
109,Movie,Rom-Coms,Full Of It,2007.0,COMEDY ,1.55,C,not in prior list,No,x,2044439.0,1027292.0,No,,2044439.0,No,Full Of It,tt0446752,2044439.0,2607.8351520159413
110,Movie,Rom-Coms,"Upside Of Anger, The",2005.0,COMEDY ,1.93,C,not in prior list,No,x,2034207.0,1023815.0,No,,2034207.0,No,"Upside Of Anger, The",tt0365885,2034207.0,3205.160522030767
111,Movie,Rom-Coms,Laws Of Attraction,2004.0,COMEDY ,1.45,C,not in prior list,No,x,2026834.0,1020764.0,No,,2026834.0,No,Laws Of Attraction,tt0323033,2026834.0,3046.8891656742894
112,Movie,Rom-Coms,Chasing Liberty,2004.0,COMEDY ,1.85,C,not in prior list,No,x,2026972.0,1020892.0,No,,2026972.0,No,Chasing Liberty,tt0360139,2026972.0,5758.693367681726
113,Movie,Rom-Coms,How To Deal,2003.0,COMEDY ,1.68,C,not in prior list,No,x,2024499.0,1018680.0,No,,2024499.0,No,How To Deal,tt0319524,2024499.0,1092.6683597832164
114,Movie,Rom-Coms,Alex & Emma,2003.0,COMEDY ,1.66,C,not in prior list,No,x,2024154.0,1018482.0,No,,2024154.0,No,Alex & Emma,tt0318283,2024154.0,1364.1798916081368
115,Movie,Rom-Coms,Human Nature,2002.0,COMEDY ,1.6,C,not in prior list,No,x,2016888.0,1013210.0,No,,,,,,,
116,Movie,Rom-Coms,Storytelling,2002.0,COMEDY ,1.45,C,not in prior list,No,,2016893.0,1013215.0,No,,,,,,,
117,Movie,Rom-Coms,Town & Country,2001.0,COMEDY ,1.76,C,not in prior list,No,,2017123.0,1013432.0,No,,2017123.0,No,Town & Country,tt0141907,2017123.0,2580.683998833451
118,Movie,Rom-Coms,"Bachelor, The (1999)",1999.0,COMEDY ,1.7,C,not in prior list,No,,2017132.0,1013441.0,No,,2017132.0,No,"Bachelor, The (1999)",tt0120596,2017132.0,2399.897052032956
119,Movie,Rom-Coms,Man Of The Century,1999.0,COMEDY ,1.3,C,not in prior list,No,,2017159.0,1013468.0,No,,2017159.0,No,Man Of The Century,tt0138537,2017159.0,182.11139329720268
120,Movie,Rom-Coms,Three to Tango,1999.0,COMEDY ,1.63,C,not in prior list,No,,2003706.0,1002829.0,Yes,,2003706.0,No,Three to Tango,tt0144640,2003706.0,3368.729664374073
121,Movie,Rom-Coms,Lost And Found,1999.0,COMEDY ,1.66,C,not in prior list,No,,2003720.0,1002843.0,No,,2003720.0,No,Lost And Found,tt0120836,2003720.0,1884.0251415656057
122,Movie,Rom-Coms,Theory Of Flight,1998.0,COMEDY ,1.63,C,not in prior list,No,,2017112.0,1013421.0,No,,2017112.0,No,Theory Of Flight,tt0120861,2017112.0,1294.6464505310228
123,Movie,Rom-Coms,Home Fries,1998.0,COMEDY ,1.53,C,not in prior list,No,,2003568.0,1002691.0,No,,2003568.0,No,Home Fries,tt0119304,2003568.0,1479.4067368216392
124,Movie,Rom-Coms,Living Out Loud,1998.0,COMEDY ,1.66,C,not in prior list,No,,2017110.0,1013419.0,No,,2017110.0,No,Living Out Loud,tt0120722,2017110.0,952.2770311322816
125,Movie,Rom-Coms,Trojan War,1997.0,COMEDY ,1.4,C,not in prior list,No,,2003559.0,1002682.0,No,,2003559.0,No,Trojan War,tt0120376,2003559.0,3256.813935402337
126,Movie,Rom-Coms,Father's Day,1997.0,COMEDY ,1.7,C,not in prior list,No,,2005181.0,1004072.0,No,,,,,,,
127,Movie,Rom-Coms,Twelfth Night,1996.0,COMEDY ,2.23,C,not in prior list,No,,2017054.0,1013363.0,No,,2017054.0,No,Twelfth Night,tt0117991,2017054.0,1920.447420225047
128,Movie,Rom-Coms,Feeling Minnesota,1996.0,COMEDY ,1.58,C,not in prior list,No,,2017030.0,1013340.0,No,,2017030.0,No,Feeling Minnesota,tt0116289,2017030.0,2074.0832138430505
129,Movie,Rom-Coms,Forget Paris,1995.0,COMEDY ,1.68,C,not in prior list,No,,2015316.0,1011869.0,No,,2015316.0,No,Forget Paris,tt0113097,2015316.0,3048.2136121709955
130,Movie,Rom-Coms,For Better or Worse,1995.0,COMEDY ,1.58,C,not in prior list,No,,2015315.0,1011868.0,No,,2015315.0,No,For Better or Worse,tt0116332,2015315.0,529.7785986827715
131,Movie,Rom-Coms,Even Cowgirls Get The Blues,1994.0,COMEDY ,1.7,C,2016709,No,,2016709.0,1013035.0,No,,2016709.0,No,Even Cowgirls Get The Blues,tt0106834,2016709.0,3599.8455780494323
132,Movie,Rom-Coms,With Honors,1994.0,COMEDY ,1.66,C,not in prior list,No,,2003297.0,1002420.0,No,,2003297.0,No,With Honors,tt0111732,2003297.0,10633.98092205993
133,Movie,Rom-Coms,Naked In New York,1994.0,COMEDY ,1.6,C,not in prior list,No,,2016764.0,1013090.0,No,,2016764.0,No,Naked In New York,tt0110623,2016764.0,1348.9487568960071
134,Movie,Rom-Coms,Mr. Wonderful,1993.0,COMEDY ,1.65,C,not in prior list,No,,2003259.0,1002382.0,No,,2003259.0,No,Mr. Wonderful,tt0107613,2003259.0,1615.1625027341
135,Movie,Rom-Coms,Three Of Hearts,1993.0,COMEDY ,1.71,C,not in prior list,No,,2016809.0,1013134.0,No,,2016809.0,No,Three Of Hearts,tt0108334,2016809.0,875.45913432328
136,Movie,Rom-Coms,Used People,1992.0,COMEDY ,1.91,C,not in prior list,No,,2042180.0,1026345.0,No,,2042180.0,No,Used People,tt0105706,2042180.0,567.525323838919
137,Movie,Rom-Coms,Singles,1992.0,COMEDY ,1.65,C,not in prior list,No,,2002542.0,1001880.0,No,,2002542.0,No,Singles,tt0105415,2002542.0,9820.770773081878
138,Movie,Rom-Coms,Book Of Love,1991.0,COMEDY ,1.36,C,not in prior list,No,,2016680.0,1013006.0,No,,2016680.0,No,Book Of Love,tt0099166,2016680.0,755.5967263713028
139,Movie,Rom-Coms,Sibling Rivalry,1990.0,COMEDY ,1.46,C,not in prior list,No,,2015277.0,1011838.0,No,,2015277.0,No,Sibling Rivalry,tt0100611,2015277.0,1420.4688677181814
140,Movie,Rom-Coms,Joe Versus the Volcano,1990.0,COMEDY ,1.7,C,2002470,No,,2002470.0,1001808.0,Yes,,2002470.0,No,Joe Versus the Volcano,tt0099892,2002470.0,11157.137288259166
141,Movie,Rom-Coms,Her Alibi,1989.0,COMEDY ,1.58,C,not in prior list,No,,2002406.0,1001744.0,No,,2002406.0,No,Her Alibi,tt0097500,2002406.0,1709.8604272486452
