Date,Service,Distributor,Sign-ups (Indexed),Subscribers (Indexed),Net Subscriber Adds (Indexed),Gross Subscriber Adds (Indexed),Cancels (Indexed),Sign-ups,Subscribers,Net Subscriber Adds,Gross Subscriber Adds,Cancels
2019-09-01,Starz,iTunes,0.13,0.73,0.07,0.16,0.088,"54,649","316,833","32,123","70,378","38,255"
2019-10-01,Starz,iTunes,0.11,0.73,0.01,0.09,0.084,"47,318","319,365","2,533","39,188","36,655"
2019-11-01,Starz,iTunes,0.11,0.67,-0.06,0.04,0.103,"49,984","292,574","-26,791","18,261","45,052"
2019-12-01,Starz,iTunes,0.10,0.64,-0.03,0.05,0.078,"42,253","278,312","-14,262","19,727","33,989"
2020-01-01,Starz,iTunes,0.19,0.68,0.05,0.12,0.077,"81,841","298,705","20,394","54,116","33,723"
2020-02-01,Starz,iTunes,0.18,0.82,0.14,0.24,0.105,"79,175","359,219","60,514","106,366","45,852"
2020-03-01,Starz,iTunes,0.18,0.86,0.03,0.16,0.126,"77,975","373,215","13,996","69,178","55,182"
2020-04-01,Starz,iTunes,0.22,0.91,0.06,0.18,0.123,"97,436","397,874","24,659","78,375","53,716"
2020-05-01,Starz,iTunes,0.20,0.91,0.00,0.14,0.146,"88,772","396,008","-1,866","61,714","63,580"
2020-06-01,Starz,iTunes,0.16,0.86,-0.05,0.12,0.168,"71,711","375,614","-20,394","52,783","73,177"
2020-07-01,Starz,iTunes,0.20,0.86,0.00,0.14,0.142,"87,172","375,348",-267,"61,847","62,114"
2020-08-01,Starz,iTunes,0.19,0.89,0.03,0.17,0.139,"85,040","390,143","14,795","75,576","60,781"
2020-09-01,Starz,iTunes,0.26,0.98,0.09,0.23,0.137,"111,565","429,197","39,054","98,769","59,714"
2020-10-01,Starz,iTunes,0.27,1.00,0.02,0.18,0.166,"115,963","437,195","7,997","80,374","72,377"
2020-11-01,Starz,iTunes,0.23,1.00,-0.01,0.18,0.182,"101,701","434,795","-2,399","77,176","79,575"
2020-12-01,Starz,iTunes,0.33,1.04,0.05,0.21,0.163,"142,888","455,056","20,260","91,571","71,311"
2021-01-01,Starz,iTunes,0.28,1.03,-0.01,0.18,0.196,"120,362","450,257","-4,798","80,641","85,440"
2021-02-01,Starz,iTunes,0.23,1.03,0.00,0.18,0.179,"100,501","449,057","-1,200","77,042","78,242"
2021-03-01,Starz,iTunes,0.21,1.05,0.02,0.17,0.152,"92,371","455,989","6,931","73,310","66,379"
2021-04-01,Starz,iTunes,0.13,1.00,-0.05,0.11,0.161,"56,382","434,395","-21,593","48,518","70,111"
2021-05-01,Starz,iTunes,0.16,0.99,-0.01,0.12,0.130,"70,911","431,463","-2,932","53,850","56,782"
2021-06-01,Starz,iTunes,0.13,0.94,-0.05,0.10,0.143,"58,648","410,936","-20,527","41,720","62,247"
2021-07-01,Starz,iTunes,0.24,0.98,0.04,0.17,0.133,"104,234","427,731","16,795","74,910","58,115"
2021-08-01,Starz,iTunes,0.22,0.99,0.01,0.15,0.139,"97,436","430,663","2,932","63,713","60,781"
2021-09-01,Starz,iTunes,0.19,1.00,0.01,0.15,0.141,"84,773","434,395","3,732","65,046","61,314"
2021-10-01,Starz,iTunes,0.19,0.99,0.00,0.14,0.144,"84,507","432,663","-1,733","61,314","63,047"
2021-11-01,Starz,iTunes,0.22,1.02,0.02,0.16,0.134,"93,970","443,193","10,530","69,178","58,648"
2021-12-01,Starz,iTunes,0.25,1.05,0.03,0.16,0.129,"107,033","457,988","14,795","71,044","56,249"
2022-01-01,Starz,iTunes,0.24,1.08,0.03,0.18,0.150,"104,100","470,784","12,796","78,242","65,446"
2022-02-01,Starz,iTunes,0.22,1.11,0.03,0.18,0.149,"95,570","482,513","11,730","76,909","65,179"
2022-03-01,Starz,iTunes,0.38,1.28,0.18,0.29,0.115,"167,280","560,489","77,975","128,093","50,117"
2022-04-01,Starz,iTunes,0.25,1.36,0.07,0.23,0.159,"109,165","593,145","32,656","102,234","69,578"
2022-05-01,Starz,iTunes,0.25,1.38,0.02,0.20,0.178,"110,498","602,342","9,197","87,039","77,842"
2022-06-01,Starz,iTunes,0.35,1.44,0.05,0.26,0.210,"154,618","626,201","23,859","115,297","91,438"
2022-07-01,Starz,iTunes,0.30,1.46,0.03,0.23,0.207,"128,892","637,931","11,730","102,101","90,371"
2022-08-01,Starz,iTunes,0.35,1.51,0.05,0.27,0.213,"152,085","660,990","23,059","115,830","92,771"
2022-09-01,Starz,iTunes,0.29,1.47,-0.05,0.19,0.238,"124,894","640,997","-19,994","83,973","103,967"
2022-10-01,Starz,iTunes,0.25,1.46,-0.01,0.21,0.213,"109,832","638,597","-2,399","90,505","92,904"
2022-11-01,Starz,iTunes,0.20,1.39,-0.08,0.15,0.232,"86,772","604,341","-34,256","67,045","101,301"
2022-12-01,Starz,iTunes,0.23,1.33,-0.06,0.16,0.222,"101,434","578,350","-25,992","70,778","96,769"
2023-01-01,Starz,iTunes,0.26,1.32,-0.01,0.22,0.220,"112,498","576,084","-2,266","93,837","96,103"
2023-02-01,Starz,iTunes,0.24,1.27,-0.05,0.17,0.220,"104,234","552,625","-23,459","72,644","96,103"
2023-03-01,Starz,iTunes,0.36,1.34,0.08,0.25,0.177,"155,684","586,081","33,456","110,765","77,309"
2019-01-01,UFC Fight Pass,All,0.02,0.35,0.00,0.02,0.017,"7,222","142,539",572,"7,485","6,912"
2019-02-01,UFC Fight Pass,All,0.02,0.35,0.00,0.02,0.018,"9,803","142,200",-339,"7,202","7,541"
2019-03-01,UFC Fight Pass,All,0.03,0.35,0.00,0.02,0.017,"11,436","144,226","2,026","8,938","6,912"
2019-04-01,UFC Fight Pass,All,0.01,0.34,-0.01,0.01,0.019,"4,701","141,438","-2,789","5,003","7,792"
2019-05-01,UFC Fight Pass,All,0.02,0.34,0.00,0.02,0.017,"7,038","141,312",-126,"7,038","7,163"
2019-06-01,UFC Fight Pass,All,0.02,0.35,0.01,0.02,0.011,"7,700","143,599","2,287","6,937","4,650"
2019-07-01,UFC Fight Pass,All,0.02,0.36,0.01,0.02,0.013,"9,880","148,342","4,743","10,273","5,530"
2019-08-01,UFC Fight Pass,All,0.03,0.37,0.01,0.02,0.018,"12,035","150,916","2,574","9,989","7,415"
2019-09-01,UFC Fight Pass,All,0.02,0.37,0.00,0.02,0.013,"8,167","152,346","1,430","6,709","5,278"
2019-10-01,UFC Fight Pass,All,0.01,0.37,0.00,0.01,0.013,"4,650","151,923",-424,"4,729","5,153"
2019-11-01,UFC Fight Pass,All,0.02,0.37,0.00,0.01,0.010,"6,343","153,308","1,386","5,658","4,273"
2019-12-01,UFC Fight Pass,All,0.04,0.40,0.03,0.04,0.013,"15,143","165,149","11,841","16,993","5,153"
2020-01-01,UFC Fight Pass,All,0.04,0.42,0.02,0.04,0.023,"17,218","172,422","7,273","16,573","9,300"
2020-02-01,UFC Fight Pass,All,0.02,0.42,0.00,0.02,0.016,"7,002","174,248","1,826","8,236","6,409"
2020-03-01,UFC Fight Pass,All,0.02,0.43,0.00,0.02,0.016,"7,060","175,591","1,343","7,753","6,409"
2020-04-01,UFC Fight Pass,All,0.01,0.43,0.00,0.01,0.015,"4,360","175,592",1,"6,159","6,158"
2020-05-01,UFC Fight Pass,All,0.02,0.44,0.01,0.03,0.016,"10,154","180,922","5,330","11,991","6,661"
2020-06-01,UFC Fight Pass,All,0.02,0.45,0.01,0.02,0.012,"6,474","183,691","2,769","7,796","5,027"
2020-07-01,UFC Fight Pass,All,0.05,0.48,0.04,0.05,0.016,"22,349","198,521","14,830","21,365","6,535"
2020-08-01,UFC Fight Pass,All,0.03,0.49,0.01,0.03,0.023,"14,337","203,294","4,773","14,073","9,300"
2020-09-01,UFC Fight Pass,All,0.02,0.50,0.00,0.02,0.018,"9,407","204,815","1,521","8,936","7,415"
2020-10-01,UFC Fight Pass,All,0.03,0.51,0.01,0.03,0.022,"14,076","209,845","5,029","13,952","8,923"
2020-11-01,UFC Fight Pass,All,0.02,0.51,0.00,0.02,0.018,"7,165","210,469",625,"8,165","7,541"
2020-12-01,UFC Fight Pass,All,0.02,0.52,0.01,0.02,0.016,"7,918","213,332","2,862","9,398","6,535"
2021-01-01,UFC Fight Pass,All,0.06,0.55,0.03,0.05,0.027,"23,301","224,652","11,320","22,505","11,185"
2021-02-01,UFC Fight Pass,All,0.02,0.55,0.00,0.03,0.021,"9,105","226,457","1,805","10,351","8,546"
2021-03-01,UFC Fight Pass,All,0.05,0.57,0.02,0.04,0.024,"20,142","233,247","6,791","16,719","9,928"
2021-04-01,UFC Fight Pass,All,0.03,0.57,0.01,0.02,0.018,"12,065","235,458","2,210","9,499","7,289"
2021-05-01,UFC Fight Pass,All,0.03,0.58,0.01,0.03,0.019,"10,386","239,432","3,975","11,767","7,792"
2021-06-01,UFC Fight Pass,All,0.03,0.59,0.00,0.02,0.020,"10,305","241,150","1,717","9,886","8,169"
2021-07-01,UFC Fight Pass,All,0.06,0.62,0.03,0.05,0.022,"24,403","253,223","12,073","20,996","8,923"
2021-08-01,UFC Fight Pass,All,0.03,0.62,0.00,0.02,0.024,"11,939","253,208",-15,"9,662","9,677"
2021-09-01,UFC Fight Pass,All,0.02,0.61,0.00,0.02,0.022,"8,797","251,945","-1,263","7,660","8,923"
2021-10-01,UFC Fight Pass,All,0.02,0.61,0.00,0.02,0.019,"10,009","252,920",975,"8,641","7,666"
2021-11-01,UFC Fight Pass,All,0.03,0.62,0.01,0.02,0.017,"10,305","255,439","2,519","9,683","7,163"
2021-12-01,UFC Fight Pass,All,0.04,0.63,0.01,0.03,0.019,"14,704","261,179","5,740","13,532","7,792"
2022-01-01,UFC Fight Pass,All,0.03,0.64,0.00,0.03,0.026,"10,808","261,251",72,"10,628","10,557"
2022-02-01,UFC Fight Pass,All,0.04,0.64,0.01,0.03,0.025,"14,736","263,719","2,469","12,649","10,180"
2022-03-01,UFC Fight Pass,All,0.03,0.65,0.01,0.02,0.015,"10,808","267,824","4,105","10,263","6,158"
2022-04-01,UFC Fight Pass,All,0.02,0.65,0.00,0.02,0.018,"9,174","268,277",452,"7,867","7,415"
2022-05-01,UFC Fight Pass,All,0.03,0.66,0.01,0.02,0.019,"11,873","270,532","2,256","9,922","7,666"
2022-06-01,UFC Fight Pass,All,0.03,0.66,0.00,0.02,0.018,"10,557","272,499","1,967","9,382","7,415"
2022-07-01,UFC Fight Pass,All,0.04,0.68,0.02,0.04,0.019,"16,966","279,329","6,830","14,621","7,792"
2022-08-01,UFC Fight Pass,All,0.03,0.67,0.00,0.02,0.026,"11,929","277,682","-1,647","8,910","10,557"
2022-09-01,UFC Fight Pass,All,0.03,0.69,0.02,0.04,0.021,"14,201","283,929","6,246","14,792","8,546"
2022-10-01,UFC Fight Pass,All,0.04,0.70,0.01,0.03,0.026,"15,910","286,151","2,223","12,905","10,682"
2022-11-01,UFC Fight Pass,All,0.04,0.71,0.02,0.04,0.020,"16,714","293,026","6,875","15,170","8,295"
2022-12-01,UFC Fight Pass,All,0.06,0.74,0.03,0.06,0.027,"26,039","305,316","12,290","23,349","11,059"
2023-01-01,UFC Fight Pass,All,0.02,0.74,-0.01,0.02,0.029,"9,841","302,654","-2,662","9,151","11,813"
2023-02-01,UFC Fight Pass,All,0.04,0.76,0.02,0.04,0.018,"18,009","311,303","8,649","15,938","7,289"
2023-03-01,UFC Fight Pass,All,0.06,0.78,0.02,0.05,0.030,"25,135","321,034","9,732","22,173","12,442"
2019-01-01,UFC Fight Pass,Amazon Fire TV,,0.01,0.00,0.00,0.000,,"6,158",377,377,0
2019-02-01,UFC Fight Pass,Amazon Fire TV,0.00,0.01,0.00,0.00,0.001,251,"5,781",-377,126,503
2019-03-01,UFC Fight Pass,Amazon Fire TV,0.00,0.01,0.00,0.00,0.000,503,"6,032",251,251,0
2019-04-01,UFC Fight Pass,Amazon Fire TV,,0.01,0.00,,0.000,,"6,032",0,,0
2019-05-01,UFC Fight Pass,Amazon Fire TV,0.00,0.01,0.00,,0.001,126,"5,781",-251,,251
2019-06-01,UFC Fight Pass,Amazon Fire TV,0.00,0.01,0.00,0.00,0.000,251,"6,032",251,377,126
2019-07-01,UFC Fight Pass,Amazon Fire TV,0.00,0.02,0.00,0.00,0.000,503,"6,284",251,251,0
2019-08-01,UFC Fight Pass,Amazon Fire TV,,0.02,0.00,0.00,0.001,,"6,409",126,503,377
2019-09-01,UFC Fight Pass,Amazon Fire TV,0.00,0.02,0.00,0.00,0.001,251,"6,535",126,377,251
2019-10-01,UFC Fight Pass,Amazon Fire TV,0.00,0.02,0.00,,0.001,251,"6,284",-251,,251
2019-11-01,UFC Fight Pass,Amazon Fire TV,0.00,0.02,0.00,0.00,0.000,377,"6,284",0,126,126
2019-12-01,UFC Fight Pass,Amazon Fire TV,,0.02,0.00,0.00,0.001,,"6,284",0,251,251
2020-01-01,UFC Fight Pass,Amazon Fire TV,0.00,0.02,0.00,0.00,0.000,126,"6,409",126,126,0
2020-02-01,UFC Fight Pass,Amazon Fire TV,,0.02,0.00,,0.000,,"6,284",-126,,126
2020-03-01,UFC Fight Pass,Amazon Fire TV,0.00,0.01,0.00,0.00,0.001,126,"6,032",-251,126,377
2020-04-01,UFC Fight Pass,Amazon Fire TV,0.00,0.01,0.00,0.00,0.000,251,"6,158",126,251,126
2020-05-01,UFC Fight Pass,Amazon Fire TV,0.00,0.01,0.00,0.00,0.000,126,"6,158",0,126,126
2020-06-01,UFC Fight Pass,Amazon Fire TV,0.00,0.01,0.00,0.00,0.001,126,"6,032",-126,126,251
2020-07-01,UFC Fight Pass,Amazon Fire TV,0.00,0.01,0.00,0.00,0.001,503,"6,158",126,503,377
2020-08-01,UFC Fight Pass,Amazon Fire TV,,0.01,0.00,,0.000,,"6,032",-126,,126
2020-09-01,UFC Fight Pass,Amazon Fire TV,0.00,0.01,0.00,,0.001,126,"5,781",-251,,251
2020-10-01,UFC Fight Pass,Amazon Fire TV,0.00,0.01,0.00,0.00,0.001,251,"5,781",0,251,251
2020-11-01,UFC Fight Pass,Amazon Fire TV,,0.01,0.00,,0.001,,"5,530",-251,,251
2020-12-01,UFC Fight Pass,Amazon Fire TV,,0.01,0.00,,0.000,,"5,278",-251,,126
2021-01-01,UFC Fight Pass,Amazon Fire TV,0.00,0.01,0.00,0.00,0.001,503,"5,530",251,628,377
2021-02-01,UFC Fight Pass,Amazon Fire TV,0.00,0.01,0.00,0.00,0.001,126,"5,404",-126,126,251
2021-03-01,UFC Fight Pass,Amazon Fire TV,0.00,0.01,0.00,0.00,0.001,126,"5,027",-377,126,503
2021-04-01,UFC Fight Pass,Amazon Fire TV,0.00,0.01,0.00,0.00,0.000,377,"5,278",251,377,126
2021-05-01,UFC Fight Pass,Amazon Fire TV,0.00,0.01,0.00,0.00,0.001,251,"5,153",-126,126,251
2021-06-01,UFC Fight Pass,Amazon Fire TV,0.00,0.01,0.00,0.00,0.000,126,"5,278",126,251,126
2021-07-01,UFC Fight Pass,Amazon Fire TV,0.00,0.01,0.00,0.00,0.000,628,"5,781",503,503,0
2021-08-01,UFC Fight Pass,Amazon Fire TV,0.00,0.01,0.00,0.00,0.000,251,"5,907",126,251,126
2021-09-01,UFC Fight Pass,Amazon Fire TV,,0.01,0.00,,0.000,,"5,907",0,,0
2021-10-01,UFC Fight Pass,Amazon Fire TV,,0.01,0.00,,0.001,,"5,404",-503,,503
2021-11-01,UFC Fight Pass,Amazon Fire TV,0.00,0.01,0.00,,0.000,126,"5,278",-126,,126
2021-12-01,UFC Fight Pass,Amazon Fire TV,0.00,0.01,0.00,0.00,0.000,126,"5,404",126,126,0
2022-01-01,UFC Fight Pass,Amazon Fire TV,0.00,0.01,0.00,0.00,0.001,126,"5,278",-126,126,251
2022-02-01,UFC Fight Pass,Amazon Fire TV,0.00,0.01,0.00,0.00,0.001,251,"5,153",-126,251,377
2022-03-01,UFC Fight Pass,Amazon Fire TV,,0.01,0.00,,0.000,,"5,153",0,,0
2022-04-01,UFC Fight Pass,Amazon Fire TV,,0.01,0.00,,0.000,,"5,153",0,,0
2022-05-01,UFC Fight Pass,Amazon Fire TV,0.00,0.01,0.00,0.00,0.001,126,"5,153",0,251,251
2022-06-01,UFC Fight Pass,Amazon Fire TV,0.00,0.01,0.00,0.00,0.000,377,"5,530",377,377,0
2022-07-01,UFC Fight Pass,Amazon Fire TV,,0.01,0.00,,0.001,,"5,153",-377,,377
2022-08-01,UFC Fight Pass,Amazon Fire TV,0.00,0.01,0.00,0.00,0.001,251,"5,027",-126,251,377
2022-09-01,UFC Fight Pass,Amazon Fire TV,0.00,0.01,0.00,0.00,0.001,126,"4,901",-126,126,251
2022-10-01,UFC Fight Pass,Amazon Fire TV,,0.01,0.00,,0.001,,"4,524",-377,,377
2022-11-01,UFC Fight Pass,Amazon Fire TV,,0.01,0.00,,0.000,,"4,524",0,,0
2022-12-01,UFC Fight Pass,Amazon Fire TV,0.00,0.01,0.00,0.00,0.000,251,"4,776",251,251,0
2023-01-01,UFC Fight Pass,Amazon Fire TV,0.00,0.01,0.00,0.00,0.000,126,"4,776",0,126,126
2023-02-01,UFC Fight Pass,Amazon Fire TV,,0.01,0.00,,0.000,,"4,776",0,,0
2023-03-01,UFC Fight Pass,Amazon Fire TV,0.00,0.01,0.00,0.00,0.000,126,"4,901",126,126,0
2019-01-01,UFC Fight Pass,Direct,0.01,0.24,0.00,0.01,0.011,"5,153","98,027",-251,"4,147","4,399"
2019-02-01,UFC Fight Pass,Direct,0.02,0.24,0.00,0.01,0.010,"7,415","98,906",880,"5,153","4,273"
2019-03-01,UFC Fight Pass,Direct,0.02,0.24,0.00,0.02,0.012,"7,918","100,666","1,759","6,535","4,776"
2019-04-01,UFC Fight Pass,Direct,0.01,0.24,0.00,0.01,0.011,"3,770","99,283","-1,382","3,142","4,524"
2019-05-01,UFC Fight Pass,Direct,0.01,0.25,0.00,0.01,0.009,"4,901","101,043","1,759","5,278","3,519"
2019-06-01,UFC Fight Pass,Direct,0.01,0.25,0.01,0.01,0.004,"5,530","104,185","3,142","4,776","1,634"
2019-07-01,UFC Fight Pass,Direct,0.02,0.26,0.00,0.01,0.008,"7,541","106,070","1,885","5,153","3,268"
2019-08-01,UFC Fight Pass,Direct,0.02,0.26,0.00,0.01,0.010,"9,049","107,704","1,634","5,907","4,273"
2019-09-01,UFC Fight Pass,Direct,0.01,0.26,0.00,0.01,0.007,"6,158","108,332",628,"3,393","2,765"
2019-10-01,UFC Fight Pass,Direct,0.01,0.26,0.00,0.01,0.007,"3,519","107,578",-754,"2,262","3,016"
2019-11-01,UFC Fight Pass,Direct,0.01,0.26,0.00,0.01,0.005,"4,901","108,835","1,257","3,519","2,262"
2019-12-01,UFC Fight Pass,Direct,0.03,0.28,0.01,0.02,0.006,"13,196","114,113","5,278","7,918","2,639"
2020-01-01,UFC Fight Pass,Direct,0.03,0.29,0.01,0.02,0.014,"12,316","118,260","4,147","9,803","5,655"
2020-02-01,UFC Fight Pass,Direct,0.01,0.29,0.00,0.01,0.006,"5,027","119,517","1,257","3,770","2,514"
2020-03-01,UFC Fight Pass,Direct,0.01,0.29,0.00,0.01,0.007,"4,399","121,025","1,508","4,399","2,891"
2020-04-01,UFC Fight Pass,Direct,0.01,0.30,0.00,0.01,0.008,"3,519","121,402",377,"3,519","3,142"
2020-05-01,UFC Fight Pass,Direct,0.02,0.30,0.01,0.02,0.010,"6,535","124,167","2,765","7,038","4,273"
2020-06-01,UFC Fight Pass,Direct,0.01,0.31,0.01,0.01,0.004,"5,278","127,183","3,016","4,650","1,634"
2020-07-01,UFC Fight Pass,Direct,0.04,0.33,0.02,0.03,0.010,"16,589","136,734","9,551","13,824","4,273"
2020-08-01,UFC Fight Pass,Direct,0.03,0.34,0.01,0.02,0.011,"11,813","141,384","4,650","9,300","4,650"
2020-09-01,UFC Fight Pass,Direct,0.02,0.35,0.01,0.02,0.010,"7,918","144,275","2,891","7,038","4,147"
2020-10-01,UFC Fight Pass,Direct,0.02,0.36,0.01,0.02,0.013,"9,928","147,668","3,393","8,797","5,404"
2020-11-01,UFC Fight Pass,Direct,0.02,0.36,0.01,0.02,0.010,"6,535","150,056","2,388","6,535","4,147"
2020-12-01,UFC Fight Pass,Direct,0.02,0.37,0.01,0.01,0.008,"6,661","152,444","2,388","5,655","3,268"
2021-01-01,UFC Fight Pass,Direct,0.05,0.40,0.03,0.05,0.020,"19,857","162,875","10,431","18,851","8,420"
2021-02-01,UFC Fight Pass,Direct,0.02,0.40,0.01,0.02,0.011,"7,163","165,137","2,262","6,661","4,399"
2021-03-01,UFC Fight Pass,Direct,0.04,0.42,0.02,0.03,0.016,"15,835","172,426","7,289","13,699","6,409"
2021-04-01,UFC Fight Pass,Direct,0.02,0.43,0.01,0.02,0.009,"9,677","175,945","3,519","7,415","3,896"
2021-05-01,UFC Fight Pass,Direct,0.02,0.43,0.00,0.02,0.013,"7,918","177,579","1,634","6,786","5,153"
2021-06-01,UFC Fight Pass,Direct,0.02,0.43,0.00,0.01,0.012,"7,918","178,836","1,257","6,158","4,901"
2021-07-01,UFC Fight Pass,Direct,0.05,0.46,0.02,0.04,0.013,"18,600","188,513","9,677","15,081","5,404"
2021-08-01,UFC Fight Pass,Direct,0.02,0.46,0.00,0.02,0.012,"8,672","189,895","1,382","6,409","5,027"
2021-09-01,UFC Fight Pass,Direct,0.02,0.46,0.00,0.01,0.013,"6,284","189,141",-754,"4,776","5,530"
2021-10-01,UFC Fight Pass,Direct,0.02,0.46,0.01,0.01,0.009,"7,163","191,277","2,136","5,655","3,519"
2021-11-01,UFC Fight Pass,Direct,0.02,0.47,0.01,0.02,0.009,"7,541","194,671","3,393","7,038","3,645"
2021-12-01,UFC Fight Pass,Direct,0.03,0.49,0.02,0.03,0.010,"11,562","201,206","6,535","10,682","4,147"
2022-01-01,UFC Fight Pass,Direct,0.02,0.49,0.01,0.02,0.014,"8,043","203,342","2,136","7,792","5,655"
2022-02-01,UFC Fight Pass,Direct,0.03,0.50,0.01,0.02,0.015,"10,682","206,233","2,891","9,049","6,158"
2022-03-01,UFC Fight Pass,Direct,0.02,0.51,0.01,0.01,0.006,"7,289","209,752","3,519","6,032","2,514"
2022-04-01,UFC Fight Pass,Direct,0.02,0.51,0.00,0.01,0.009,"6,786","211,511","1,759","5,530","3,770"
2022-05-01,UFC Fight Pass,Direct,0.02,0.52,0.01,0.02,0.009,"8,295","214,150","2,639","6,535","3,896"
2022-06-01,UFC Fight Pass,Direct,0.02,0.53,0.01,0.02,0.010,"7,918","216,538","2,388","6,409","4,022"
2022-07-01,UFC Fight Pass,Direct,0.03,0.54,0.02,0.03,0.011,"13,196","222,822","6,284","10,808","4,524"
2022-08-01,UFC Fight Pass,Direct,0.02,0.54,0.00,0.01,0.012,"8,797","223,953","1,131","5,907","4,776"
2022-09-01,UFC Fight Pass,Direct,0.03,0.56,0.01,0.02,0.013,"11,436","228,477","4,524","9,803","5,278"
2022-10-01,UFC Fight Pass,Direct,0.03,0.56,0.01,0.02,0.018,"11,688","231,242","2,765","10,054","7,289"
2022-11-01,UFC Fight Pass,Direct,0.03,0.57,0.01,0.02,0.009,"11,311","236,018","4,776","8,672","3,896"
2022-12-01,UFC Fight Pass,Direct,0.05,0.60,0.02,0.04,0.015,"19,605","246,197","10,180","16,463","6,284"
2023-01-01,UFC Fight Pass,Direct,0.02,0.60,0.00,0.01,0.015,"6,535","245,192","-1,005","5,278","6,284"
2023-02-01,UFC Fight Pass,Direct,0.03,0.61,0.01,0.02,0.011,"12,442","250,722","5,530","10,180","4,650"
2023-03-01,UFC Fight Pass,Direct,0.05,0.63,0.02,0.04,0.023,"20,485","259,142","8,420","17,972","9,551"
2019-01-01,UFC Fight Pass,Google Play,0.00,0.03,0.00,0.00,0.000,58,"11,586",70,70,0
2019-02-01,UFC Fight Pass,Google Play,,0.03,0.00,0.00,0.000,,"11,750",164,164,0
2019-03-01,UFC Fight Pass,Google Play,,0.03,0.00,,0.000,,"10,634","-1,116",,0
2019-04-01,UFC Fight Pass,Google Play,0.00,0.03,0.00,,0.000,51,"10,610",-24,,0
2019-05-01,UFC Fight Pass,Google Play,,0.03,0.00,0.00,0.000,,"10,610",0,0,0
2019-06-01,UFC Fight Pass,Google Play,0.00,0.03,0.00,,0.000,411,"10,509",-101,,0
2019-07-01,UFC Fight Pass,Google Play,0.00,0.03,0.00,0.00,0.000,203,"12,361","1,852","1,852",0
2019-08-01,UFC Fight Pass,Google Play,0.00,0.03,0.00,0.00,0.000,473,"13,051",689,689,0
2019-09-01,UFC Fight Pass,Google Play,0.00,0.03,0.00,,0.000,123,"12,847",-203,,0
2019-10-01,UFC Fight Pass,Google Play,,0.03,0.00,,0.000,,"12,800",-47,,0
2019-11-01,UFC Fight Pass,Google Play,0.00,0.03,0.00,0.00,0.000,939,"13,809","1,009","1,009",0
2019-12-01,UFC Fight Pass,Google Play,0.00,0.03,0.00,0.00,0.000,62,"13,836",27,27,0
2020-01-01,UFC Fight Pass,Google Play,0.00,0.04,0.00,0.00,0.000,754,"14,700",864,864,0
2020-02-01,UFC Fight Pass,Google Play,0.00,0.04,0.00,0.00,0.000,466,"15,269",569,569,0
2020-03-01,UFC Fight Pass,Google Play,0.00,0.04,0.00,0.00,0.000,777,"16,110",840,840,0
2020-04-01,UFC Fight Pass,Google Play,0.00,0.04,0.00,0.00,0.000,338,"16,488",378,378,0
2020-05-01,UFC Fight Pass,Google Play,0.00,0.04,0.00,0.00,0.000,602,"17,168",680,680,0
2020-06-01,UFC Fight Pass,Google Play,0.00,0.04,0.00,0.00,0.000,64,"17,172",4,4,0
2020-07-01,UFC Fight Pass,Google Play,0.00,0.05,0.00,0.00,0.000,"1,738","19,183","2,011","2,011",0
2020-08-01,UFC Fight Pass,Google Play,0.00,0.05,0.00,0.00,0.000,639,"19,809",625,625,0
2020-09-01,UFC Fight Pass,Google Play,0.00,0.05,0.00,0.00,0.000,232,"20,073",265,265,0
2020-10-01,UFC Fight Pass,Google Play,,0.05,0.00,,0.000,,"19,949",-124,,0
2020-11-01,UFC Fight Pass,Google Play,0.00,0.05,0.00,0.00,0.000,127,"20,197",248,248,0
2020-12-01,UFC Fight Pass,Google Play,,0.05,0.00,,0.000,,"20,169",-28,,0
2021-01-01,UFC Fight Pass,Google Play,0.00,0.05,0.00,0.00,0.000,51,"20,304",135,135,0
2021-02-01,UFC Fight Pass,Google Play,0.00,0.05,0.00,0.00,0.000,685,"20,978",674,674,0
2021-03-01,UFC Fight Pass,Google Play,0.00,0.05,0.00,,0.000,537,"19,851","-1,127",,0
2021-04-01,UFC Fight Pass,Google Play,,0.05,0.00,0.00,0.000,,"20,051",199,199,0
2021-05-01,UFC Fight Pass,Google Play,0.00,0.05,0.01,0.01,0.000,583,"22,266","2,215","2,215",0
2021-06-01,UFC Fight Pass,Google Play,,0.05,0.00,,0.000,,"22,224",-42,,0
2021-07-01,UFC Fight Pass,Google Play,0.00,0.06,0.00,0.00,0.000,"1,154","23,615","1,391","1,391",0
2021-08-01,UFC Fight Pass,Google Play,,0.06,0.00,,0.000,,"23,223",-392,,0
2021-09-01,UFC Fight Pass,Google Play,,0.06,0.00,0.00,0.000,,"23,593",371,371,0
2021-10-01,UFC Fight Pass,Google Play,0.00,0.06,0.00,0.00,0.000,206,"23,814",221,221,0
2021-11-01,UFC Fight Pass,Google Play,,0.06,0.00,0.00,0.000,,"23,820",6,6,0
2021-12-01,UFC Fight Pass,Google Play,,0.06,0.00,,0.000,,"23,402",-418,,0
2022-01-01,UFC Fight Pass,Google Play,,0.06,0.00,0.00,0.000,,"23,473",72,72,0
