Date,Service,Distributor,Sign-ups (Indexed),Subscribers (Indexed),Net Subscriber Adds (Indexed),Gross Subscriber Adds (Indexed),Cancels (Indexed),Sign-ups,Subscribers,Net Subscriber Adds,Gross Subscriber Adds,Cancels
2021-10-01,Discovery+,iTunes,0.14,2.00,0.06,0.18,0.126,"59,763","877,190","24,199","79,550","55,351"
2021-11-01,Discovery+,iTunes,0.14,2.07,0.07,0.19,0.121,"61,367","907,807","30,617","83,427","52,811"
2021-12-01,Discovery+,iTunes,0.14,2.14,0.07,0.19,0.125,"61,635","938,157","30,349","85,032","54,682"
2022-01-01,Discovery+,iTunes,0.18,2.23,0.09,0.23,0.139,"76,876","977,597","39,441","100,140","60,699"
2022-02-01,Discovery+,iTunes,0.16,2.30,0.06,0.21,0.145,"70,993","1,004,738","27,141","90,513","63,373"
2022-03-01,Discovery+,iTunes,0.24,2.38,0.09,0.24,0.151,"105,220","1,043,510","38,772","104,819","66,047"
2022-04-01,Discovery+,iTunes,0.24,2.52,0.13,0.30,0.162,"104,685","1,102,337","58,827","129,687","70,860"
2022-05-01,Discovery+,iTunes,0.15,2.55,0.03,0.21,0.178,"63,506","1,116,509","14,172","92,118","77,946"
2022-06-01,Discovery+,iTunes,0.20,2.62,0.07,0.25,0.176,"87,438","1,148,196","31,686","108,696","77,010"
2022-07-01,Discovery+,iTunes,0.23,2.70,0.07,0.25,0.174,"100,942","1,180,952","32,756","108,964","76,208"
2022-08-01,Discovery+,iTunes,0.15,2.73,0.03,0.23,0.203,"64,041","1,192,851","11,899","100,942","89,043"
2022-09-01,Discovery+,iTunes,0.22,2.79,0.06,0.26,0.195,"96,129","1,219,323","26,472","111,771","85,299"
2022-10-01,Discovery+,iTunes,0.13,2.81,0.02,0.22,0.197,"54,816","1,227,880","8,557","94,658","86,101"
2022-11-01,Discovery+,iTunes,0.12,2.82,0.01,0.21,0.196,"54,415","1,234,297","6,417","92,385","85,968"
2022-12-01,Discovery+,iTunes,0.11,2.81,-0.01,0.18,0.192,"46,794","1,227,746","-6,551","77,678","84,230"
2023-01-01,Discovery+,iTunes,0.13,2.81,0.00,0.19,0.189,"56,955","1,229,216","1,471","84,230","82,759"
2023-02-01,Discovery+,iTunes,0.09,2.76,-0.05,0.17,0.219,"39,040","1,206,354","-22,862","72,865","95,728"
2023-03-01,Discovery+,iTunes,0.12,2.69,-0.07,0.13,0.194,"50,671","1,177,208","-29,146","55,886","85,032"
2019-08-01,Disney+,All,0.85,1.12,1.12,1.12,,"369,019","486,126","486,126","486,126",
2019-09-01,Disney+,All,1.49,1.99,1.99,1.99,,"649,144","865,659","865,659","865,659",
2019-10-01,Disney+,All,1.74,4.16,4.16,4.16,,"757,335","1,812,893","1,812,893","1,812,893",
2019-11-01,Disney+,All,27.10,30.81,30.81,31.40,0.589,"11,807,489","13,422,183","13,422,183","13,680,367","256,587"
2019-12-01,Disney+,All,7.81,36.91,6.10,7.64,1.543,"3,402,314","16,078,961","2,656,778","3,329,088","672,310"
2020-01-01,Disney+,All,3.86,39.52,2.61,4.73,2.122,"1,679,411","17,216,866","1,137,905","2,062,123","924,217"
2020-02-01,Disney+,All,2.21,40.38,0.86,2.64,1.775,"962,344","17,592,021","375,155","1,148,413","773,258"
2020-03-01,Disney+,All,4.07,41.76,1.38,3.07,1.694,"1,772,948","18,191,428","599,408","1,337,155","737,748"
2020-04-01,Disney+,All,3.52,43.46,1.71,3.30,1.592,"1,533,772","18,934,519","743,091","1,436,412","693,321"
2020-05-01,Disney+,All,2.49,44.16,0.69,2.26,1.570,"1,085,895","19,235,721","301,202","985,199","683,997"
2020-06-01,Disney+,All,1.83,44.83,0.68,2.09,1.408,"797,647","19,531,250","295,529","908,757","613,227"
2020-07-01,Disney+,All,4.11,47.15,2.32,4.21,1.889,"1,788,538","20,540,317","1,009,067","1,831,996","822,928"
2020-08-01,Disney+,All,1.96,47.11,-0.04,1.97,2.015,"852,422","20,521,304","-19,014","858,712","877,725"
2020-09-01,Disney+,All,2.12,47.36,0.26,2.09,1.832,"924,875","20,633,227","111,923","909,885","797,963"
2020-10-01,Disney+,All,2.22,47.90,0.54,2.28,1.745,"968,806","20,867,480","234,253","994,615","760,361"
2020-11-01,Disney+,All,3.34,49.50,1.59,3.53,1.931,"1,456,440","21,562,130","694,650","1,536,037","841,387"
2020-12-01,Disney+,All,4.36,51.95,2.46,4.39,1.928,"1,901,330","22,633,125","1,070,995","1,910,882","839,887"
2021-01-01,Disney+,All,3.21,52.61,0.66,3.12,2.463,"1,400,007","22,919,119","285,994","1,358,877","1,072,883"
2021-02-01,Disney+,All,2.26,52.61,0.00,2.16,2.168,"983,354","22,917,848","-1,271","942,968","944,239"
2021-03-01,Disney+,All,2.58,52.85,0.24,2.41,2.175,"1,122,024","23,021,748","103,900","1,051,227","947,327"
2021-04-01,Disney+,All,1.77,52.90,0.05,1.78,1.728,"771,480","23,045,090","23,342","775,937","752,595"
2021-05-01,Disney+,All,1.76,53.13,0.23,1.75,1.519,"765,592","23,144,861","99,771","761,559","661,788"
2021-06-01,Disney+,All,2.59,54.04,0.91,2.56,1.652,"1,129,038","23,540,976","396,115","1,115,923","719,808"
2021-07-01,Disney+,All,2.84,55.00,0.97,2.75,1.786,"1,237,545","23,961,763","420,787","1,198,840","778,052"
2021-08-01,Disney+,All,2.04,55.11,0.10,1.95,1.847,"890,776","24,006,815","45,052","849,816","804,765"
2021-09-01,Disney+,All,2.13,55.19,0.08,1.93,1.845,"927,339","24,042,393","35,578","839,107","803,529"
2021-10-01,Disney+,All,1.98,55.33,0.14,1.97,1.836,"863,309","24,102,482","60,089","860,012","799,923"
2021-11-01,Disney+,All,2.95,56.27,0.94,2.97,2.023,"1,284,265","24,513,617","411,135","1,292,216","881,081"
2021-12-01,Disney+,All,3.01,57.10,0.83,3.04,2.210,"1,312,853","24,873,241","359,624","1,322,553","962,929"
2022-01-01,Disney+,All,2.86,57.53,0.43,2.88,2.444,"1,244,278","25,062,074","188,833","1,253,459","1,064,626"
2022-02-01,Disney+,All,1.88,57.49,-0.04,1.97,2.008,"819,507","25,044,071","-18,003","856,828","874,831"
2022-03-01,Disney+,All,2.61,57.94,0.45,2.66,2.213,"1,137,740","25,240,937","196,866","1,160,732","963,866"
2022-04-01,Disney+,All,2.27,57.80,-0.14,2.35,2.492,"989,233","25,180,274","-60,663","1,024,864","1,085,527"
2022-05-01,Disney+,All,2.29,58.10,0.30,2.34,2.039,"997,535","25,309,661","129,387","1,017,657","888,270"
2022-06-01,Disney+,All,2.10,58.15,0.05,2.18,2.121,"915,445","25,333,594","23,933","947,793","923,860"
2022-07-01,Disney+,All,2.17,58.04,-0.11,2.20,2.319,"946,905","25,283,728","-49,866","960,301","1,010,168"
2022-08-01,Disney+,All,2.16,58.06,0.02,2.26,2.239,"942,065","25,291,750","8,022","983,563","975,541"
2022-09-01,Disney+,All,4.09,59.63,1.57,4.05,2.474,"1,781,330","25,976,092","684,342","1,762,202","1,077,860"
2022-10-01,Disney+,All,3.57,60.17,0.54,3.55,3.007,"1,557,013","26,211,888","235,796","1,545,869","1,310,072"
2022-11-01,Disney+,All,2.42,59.14,-1.03,2.56,3.589,"1,055,988","25,764,637","-447,251","1,116,375","1,563,627"
2022-12-01,Disney+,All,2.41,58.58,-0.57,2.58,3.149,"1,050,524","25,518,016","-246,621","1,125,270","1,371,891"
2023-01-01,Disney+,All,1.77,57.19,-1.38,1.87,3.254,"770,398","24,915,018","-602,998","814,563","1,417,561"
2023-02-01,Disney+,All,1.95,56.56,-0.63,2.03,2.661,"849,876","24,639,262","-275,756","883,267","1,159,022"
2023-03-01,Disney+,All,2.16,56.40,-0.16,2.24,2.397,"940,932","24,568,631","-70,631","973,697","1,044,328"
2019-11-01,Disney+,Amazon Fire TV,0.89,1.34,1.34,1.40,0.062,"389,247","584,735","584,735","611,883","27,147"
2019-12-01,Disney+,Amazon Fire TV,0.31,1.69,0.35,0.41,0.058,"136,004","736,043","151,307","176,459","25,151"
2020-01-01,Disney+,Amazon Fire TV,0.13,1.78,0.09,0.16,0.077,"57,755","773,836","37,794","71,462","33,668"
2020-02-01,Disney+,Amazon Fire TV,0.09,1.80,0.03,0.09,0.065,"40,056","784,748","10,912","39,257","28,345"
2020-03-01,Disney+,Amazon Fire TV,0.18,1.88,0.07,0.13,0.053,"79,313","817,219","32,471","55,626","23,155"
2020-04-01,Disney+,Amazon Fire TV,0.18,1.97,0.09,0.15,0.065,"76,519","856,077","38,858","67,070","28,212"
2020-05-01,Disney+,Amazon Fire TV,0.13,2.00,0.04,0.10,0.066,"55,892","872,445","16,368","45,113","28,744"
2020-06-01,Disney+,Amazon Fire TV,0.11,2.05,0.05,0.11,0.067,"50,037","893,205","20,760","49,903","29,144"
2020-07-01,Disney+,Amazon Fire TV,0.27,2.26,0.21,0.26,0.055,"116,974","983,165","89,959","113,780","23,821"
2020-08-01,Disney+,Amazon Fire TV,0.12,2.27,0.01,0.11,0.097,"53,896","988,887","5,722","48,173","42,451"
2020-09-01,Disney+,Amazon Fire TV,0.12,2.30,0.03,0.11,0.079,"52,299","1,002,461","13,574","48,040","34,467"
2020-10-01,Disney+,Amazon Fire TV,0.12,2.35,0.05,0.11,0.061,"52,432","1,023,620","21,159","47,907","26,748"
2020-11-01,Disney+,Amazon Fire TV,0.15,2.41,0.06,0.14,0.077,"64,009","1,050,102","26,482","59,884","33,402"
2020-12-01,Disney+,Amazon Fire TV,0.23,2.55,0.14,0.21,0.070,"100,738","1,112,914","62,812","93,419","30,607"
2021-01-01,Disney+,Amazon Fire TV,0.13,2.59,0.03,0.12,0.089,"57,755","1,126,221","13,308","51,900","38,592"
2021-02-01,Disney+,Amazon Fire TV,0.09,2.58,0.00,0.08,0.084,"40,987","1,125,423",-798,"35,930","36,729"
2021-03-01,Disney+,Amazon Fire TV,0.12,2.61,0.03,0.11,0.076,"53,097","1,138,863","13,441","46,577","33,136"
2021-04-01,Disney+,Amazon Fire TV,0.08,2.60,-0.01,0.07,0.081,"35,531","1,134,206","-4,658","30,741","35,398"
2021-05-01,Disney+,Amazon Fire TV,0.07,2.61,0.01,0.06,0.057,"31,672","1,137,000","2,795","27,547","24,752"
2021-06-01,Disney+,Amazon Fire TV,0.13,2.67,0.06,0.11,0.058,"57,622","1,161,619","24,619","49,903","25,284"
2021-07-01,Disney+,Amazon Fire TV,0.12,2.70,0.03,0.11,0.078,"54,162","1,174,794","13,175","46,976","33,801"
2021-08-01,Disney+,Amazon Fire TV,0.08,2.68,-0.01,0.06,0.077,"33,535","1,168,939","-5,855","27,547","33,402"
2021-09-01,Disney+,Amazon Fire TV,0.07,2.67,-0.01,0.05,0.061,"30,874","1,165,079","-3,859","22,889","26,748"
2021-10-01,Disney+,Amazon Fire TV,0.08,2.68,0.00,0.06,0.059,"33,402","1,165,878",798,"26,615","25,817"
2021-11-01,Disney+,Amazon Fire TV,0.13,2.71,0.04,0.12,0.082,"55,892","1,182,379","16,501","52,033","35,531"
2021-12-01,Disney+,Amazon Fire TV,0.14,2.76,0.04,0.12,0.081,"60,816","1,200,211","17,832","53,230","35,398"
2022-01-01,Disney+,Amazon Fire TV,0.11,2.78,0.02,0.11,0.088,"48,173","1,209,261","9,049","47,508","38,459"
2022-02-01,Disney+,Amazon Fire TV,0.07,2.77,-0.01,0.06,0.071,"30,474","1,205,401","-3,859","26,881","30,741"
2022-03-01,Disney+,Amazon Fire TV,0.09,2.77,0.00,0.08,0.075,"39,923","1,205,934",532,"33,269","32,737"
2022-04-01,Disney+,Amazon Fire TV,0.06,2.73,-0.04,0.06,0.100,"26,881","1,187,702","-18,231","25,284","43,516"
2022-05-01,Disney+,Amazon Fire TV,0.08,2.73,0.01,0.08,0.072,"36,197","1,190,364","2,662","33,934","31,273"
2022-06-01,Disney+,Amazon Fire TV,0.08,2.73,0.00,0.07,0.068,"34,334","1,189,831",-532,"28,877","29,410"
2022-07-01,Disney+,Amazon Fire TV,0.09,2.74,0.00,0.08,0.079,"39,790","1,191,561","1,730","36,064","34,334"
2022-08-01,Disney+,Amazon Fire TV,0.08,2.72,-0.01,0.07,0.081,"33,402","1,186,371","-5,190","30,208","35,398"
2022-09-01,Disney+,Amazon Fire TV,0.13,2.75,0.03,0.12,0.088,"58,287","1,199,679","13,308","51,500","38,193"
2022-10-01,Disney+,Amazon Fire TV,0.15,2.83,0.07,0.14,0.069,"67,469","1,230,686","31,007","61,215","30,208"
2022-11-01,Disney+,Amazon Fire TV,0.10,2.77,-0.05,0.09,0.145,"44,580","1,208,063","-22,623","40,721","63,344"
2022-12-01,Disney+,Amazon Fire TV,0.10,2.74,-0.03,0.10,0.127,"43,915","1,195,021","-13,041","42,185","55,226"
2023-01-01,Disney+,Amazon Fire TV,0.05,2.67,-0.07,0.05,0.121,"23,554","1,165,079","-29,942","22,889","52,831"
2023-02-01,Disney+,Amazon Fire TV,0.09,2.65,-0.02,0.09,0.112,"40,189","1,155,099","-9,981","38,725","48,706"
2023-03-01,Disney+,Amazon Fire TV,0.08,2.64,-0.01,0.08,0.095,"35,664","1,149,110","-5,988","35,531","41,520"
2019-08-01,Disney+,Direct,0.85,1.12,1.12,1.12,0.000,"369,019","486,126","486,126","486,126",0
2019-09-01,Disney+,Direct,1.49,1.99,1.99,1.99,0.000,"648,878","865,659","865,659","865,659",0
2019-10-01,Disney+,Direct,1.74,4.16,4.16,4.16,0.000,"757,335","1,812,893","1,812,893","1,812,893",0
2019-11-01,Disney+,Direct,16.67,24.38,24.38,24.87,0.490,"7,260,753","10,619,455","10,619,455","10,832,776","213,321"
2019-12-01,Disney+,Direct,5.01,28.32,3.94,4.93,0.992,"2,180,581","12,336,001","1,716,546","2,148,776","432,230"
2020-01-01,Disney+,Direct,2.49,29.43,1.12,2.47,1.351,"1,083,238","12,822,526","486,525","1,075,120","588,595"
2020-02-01,Disney+,Direct,1.33,29.46,0.02,1.05,1.026,"579,013","12,831,975","9,448","456,450","447,002"
2020-03-01,Disney+,Direct,2.60,30.28,0.82,1.82,1.001,"1,130,613","13,189,017","357,043","793,132","436,090"
2020-04-01,Disney+,Direct,2.27,31.36,1.09,2.00,0.916,"988,221","13,661,969","472,952","872,046","399,095"
2020-05-01,Disney+,Direct,1.54,31.81,0.45,1.30,0.853,"671,501","13,856,925","194,956","566,504","371,548"
2020-06-01,Disney+,Direct,1.09,32.20,0.40,1.14,0.744,"474,815","14,029,125","172,200","496,506","324,306"
2020-07-01,Disney+,Direct,2.49,33.39,1.19,2.44,1.249,"1,085,367","14,547,057","517,931","1,062,212","544,280"
2020-08-01,Disney+,Direct,1.19,33.28,-0.11,1.09,1.204,"518,597","14,499,016","-48,040","476,678","524,718"
2020-09-01,Disney+,Direct,1.32,33.36,0.08,1.19,1.113,"573,291","14,531,886","32,870","517,532","484,662"
2020-10-01,Disney+,Direct,1.29,33.42,0.06,1.14,1.085,"562,113","14,557,304","25,417","497,970","472,552"
2020-11-01,Disney+,Direct,1.96,34.04,0.63,1.80,1.176,"853,283","14,831,041","273,737","785,946","512,209"
2020-12-01,Disney+,Direct,2.54,35.25,1.21,2.44,1.227,"1,108,256","15,357,888","526,847","1,061,413","534,566"
2021-01-01,Disney+,Direct,1.91,35.50,0.25,1.77,1.518,"833,055","15,467,010","109,122","770,243","661,121"
2021-02-01,Disney+,Direct,1.29,35.36,-0.14,1.15,1.298,"560,116","15,404,199","-62,812","502,761","565,572"
2021-03-01,Disney+,Direct,1.44,35.22,-0.14,1.26,1.396,"625,590","15,344,581","-59,618","548,672","608,290"
2021-04-01,Disney+,Direct,1.01,35.34,0.12,0.98,0.864,"440,215","15,396,613","52,033","428,637","376,605"
2021-05-01,Disney+,Direct,0.93,35.43,0.08,0.91,0.829,"406,946","15,432,544","35,930","396,965","361,035"
2021-06-01,Disney+,Direct,1.36,35.82,0.40,1.31,0.913,"592,587","15,606,075","173,531","571,295","397,764"
2021-07-01,Disney+,Direct,1.68,36.44,0.61,1.60,0.985,"730,587","15,873,956","267,882","697,185","429,303"
2021-08-01,Disney+,Direct,1.19,36.52,0.08,1.10,1.017,"518,730","15,910,153","36,197","479,339","443,143"
2021-09-01,Disney+,Direct,1.37,36.67,0.15,1.18,1.029,"595,648","15,974,562","64,409","512,475","448,066"
2021-10-01,Disney+,Direct,1.14,36.66,-0.01,1.06,1.069,"495,175","15,970,170","-4,392","461,507","465,899"
2021-11-01,Disney+,Direct,1.68,37.17,0.51,1.64,1.129,"731,119","16,192,141","221,971","713,952","491,982"
2021-12-01,Disney+,Direct,1.64,37.49,0.32,1.60,1.286,"714,351","16,331,072","138,931","699,048","560,116"
2022-01-01,Disney+,Direct,1.51,37.62,0.13,1.51,1.377,"659,923","16,388,428","57,356","657,129","599,773"
2022-02-01,Disney+,Direct,0.93,37.54,-0.08,0.97,1.042,"405,216","16,355,026","-33,402","420,520","453,922"
2022-03-01,Disney+,Direct,1.20,37.46,-0.09,1.20,1.284,"524,585","16,316,966","-38,060","521,391","559,451"
2022-04-01,Disney+,Direct,1.14,37.23,-0.22,1.16,1.380,"498,103","16,220,087","-96,879","504,358","601,237"
2022-05-01,Disney+,Direct,1.05,37.20,-0.04,1.06,1.092,"456,051","16,204,384","-15,703","459,910","475,613"
2022-06-01,Disney+,Direct,0.98,37.01,-0.18,0.99,1.175,"427,440","16,124,139","-80,245","431,831","512,076"
2022-07-01,Disney+,Direct,1.05,36.80,-0.21,1.04,1.252,"456,450","16,030,853","-93,286","452,192","545,478"
2022-08-01,Disney+,Direct,1.00,36.62,-0.18,1.01,1.185,"437,420","15,953,137","-77,716","438,352","516,068"
2022-09-01,Disney+,Direct,2.23,37.46,0.83,2.22,1.384,"973,184","16,316,700","363,563","966,397","602,834"
2022-10-01,Disney+,Direct,1.91,37.48,0.03,1.81,1.781,"833,987","16,328,677","11,977","787,809","775,832"
2022-11-01,Disney+,Direct,1.29,36.84,-0.64,1.35,1.994,"561,713","16,048,685","-279,992","588,462","868,453"
2022-12-01,Disney+,Direct,1.16,36.52,-0.32,1.28,1.596,"507,285","15,909,488","-139,197","556,124","695,321"
2023-01-01,Disney+,Direct,0.82,35.71,-0.81,0.94,1.746,"358,773","15,556,437","-353,050","407,478","760,529"
2023-02-01,Disney+,Direct,0.91,35.35,-0.36,1.01,1.368,"398,562","15,398,476","-157,961","438,086","596,047"
2023-03-01,Disney+,Direct,1.01,35.10,-0.25,1.14,1.387,"440,348","15,291,350","-107,126","497,171","604,298"
2019-11-01,Disney+,Google Play,1.51,1.02,1.02,1.04,0.018,"657,460","444,224","444,224","452,092","7,868"
2019-12-01,Disney+,Google Play,0.53,1.39,0.37,0.51,0.136,"231,781","606,228","162,004","221,234","59,230"
2020-01-01,Disney+,Google Play,0.34,1.53,0.14,0.33,0.185,"146,643","668,348","62,120","142,769","80,649"
2020-02-01,Disney+,Google Play,0.23,1.58,0.05,0.18,0.133,"98,682","690,186","21,838","79,947","58,108"
2020-03-01,Disney+,Google Play,0.26,1.65,0.07,0.20,0.132,"113,492","719,896","29,710","87,307","57,597"
2020-04-01,Disney+,Google Play,0.22,1.74,0.08,0.20,0.115,"93,758","756,886","36,990","86,889","49,899"
2020-05-01,Disney+,Google Play,0.19,1.79,0.06,0.17,0.114,"83,567","781,290","24,404","74,162","49,757"
2020-06-01,Disney+,Google Play,0.15,1.88,0.09,0.16,0.073,"64,532","819,850","38,560","70,512","31,952"
2020-07-01,Disney+,Google Play,0.21,1.98,0.10,0.22,0.119,"93,285","864,250","44,400","96,420","52,020"
2020-08-01,Disney+,Google Play,0.13,2.04,0.05,0.14,0.085,"57,161","886,756","22,506","59,724","37,218"
2020-09-01,Disney+,Google Play,0.17,2.10,0.07,0.17,0.102,"72,125","915,506","28,750","72,971","44,221"
2020-10-01,Disney+,Google Play,0.12,2.13,0.03,0.14,0.114,"51,381","927,124","11,617","61,487","49,869"
2020-11-01,Disney+,Google Play,0.25,2.27,0.14,0.27,0.129,"107,583","988,067","60,943","117,315","56,372"
2020-12-01,Disney+,Google Play,0.26,2.41,0.14,0.26,0.124,"112,923","1,048,351","60,284","114,357","54,073"
2021-01-01,Disney+,Google Play,0.25,2.52,0.12,0.27,0.154,"109,038","1,099,599","51,248","118,211","66,962"
2021-02-01,Disney+,Google Play,0.18,2.56,0.04,0.19,0.153,"80,168","1,116,692","17,093","83,697","66,604"
2021-03-01,Disney+,Google Play,0.19,2.60,0.04,0.20,0.161,"81,637","1,132,363","15,670","85,629","69,958"
2021-04-01,Disney+,Google Play,0.11,2.56,-0.04,0.12,0.160,"46,350","1,115,383","-16,980","52,670","69,650"
2021-05-01,Disney+,Google Play,0.13,2.59,0.03,0.14,0.110,"55,632","1,128,521","13,138","61,180","48,042"
2021-06-01,Disney+,Google Play,0.18,2.65,0.06,0.20,0.141,"80,267","1,155,217","26,696","87,912","61,215"
2021-07-01,Disney+,Google Play,0.18,2.70,0.05,0.19,0.138,"80,317","1,177,975","22,757","82,865","60,108"
2021-08-01,Disney+,Google Play,0.13,2.69,-0.02,0.14,0.159,"57,987","1,169,929","-8,046","61,342","69,387"
2021-09-01,Disney+,Google Play,0.10,2.65,-0.04,0.11,0.149,"42,251","1,152,543","-17,386","47,705","65,091"
2021-10-01,Disney+,Google Play,0.11,2.63,-0.02,0.12,0.132,"49,284","1,145,029","-7,513","50,112","57,625"
2021-11-01,Disney+,Google Play,0.18,2.72,0.09,0.22,0.128,"77,666","1,184,351","39,321","95,065","55,744"
2021-12-01,Disney+,Google Play,0.20,2.80,0.08,0.23,0.147,"87,357","1,219,136","34,786","98,654","63,868"
2022-01-01,Disney+,Google Play,0.19,2.83,0.03,0.20,0.171,"81,993","1,232,975","13,838","88,513","74,675"
2022-02-01,Disney+,Google Play,0.14,2.85,0.02,0.16,0.140,"60,975","1,241,853","8,879","69,684","60,806"
2022-03-01,Disney+,Google Play,0.14,2.84,-0.02,0.15,0.167,"60,225","1,235,113","-6,740","66,183","72,923"
2022-04-01,Disney+,Google Play,0.13,2.80,-0.04,0.14,0.180,"55,706","1,219,563","-15,550","62,859","78,408"
2022-05-01,Disney+,Google Play,0.10,2.80,0.00,0.10,0.105,"43,780","1,218,935",-628,"45,005","45,633"
2022-06-01,Disney+,Google Play,0.09,2.79,-0.01,0.11,0.120,"39,406","1,216,651","-2,283","50,063","52,346"
2022-07-01,Disney+,Google Play,0.10,2.78,-0.02,0.11,0.131,"44,517","1,209,103","-7,548","49,397","56,945"
2022-08-01,Disney+,Google Play,0.09,2.77,-0.01,0.12,0.124,"40,476","1,205,282","-3,822","50,168","53,990"
2022-09-01,Disney+,Google Play,0.18,2.81,0.04,0.18,0.142,"76,894","1,223,845","18,563","80,522","61,959"
2022-10-01,Disney+,Google Play,0.13,2.78,-0.03,0.15,0.186,"58,445","1,209,459","-14,386","66,730","81,116"
2022-11-01,Disney+,Google Play,0.12,2.73,-0.04,0.14,0.187,"53,128","1,190,579","-18,880","62,547","81,427"
2022-12-01,Disney+,Google Play,0.14,2.71,-0.02,0.18,0.201,"62,702","1,181,233","-9,346","78,229","87,576"
2023-01-01,Disney+,Google Play,0.09,2.68,-0.03,0.10,0.138,"37,549","1,166,563","-14,670","45,518","60,187"
2023-02-01,Disney+,Google Play,0.09,2.63,-0.05,0.11,0.162,"40,642","1,143,784","-22,779","47,949","70,728"
2023-03-01,Disney+,Google Play,0.13,2.66,0.03,0.15,0.115,"58,373","1,158,854","15,070","65,055","49,985"
2022-03-01,Disney+,Hulu,0.35,0.36,0.36,0.38,0.020,"150,642","155,300","155,300","164,083","8,783"
2022-04-01,Disney+,Hulu,0.26,0.58,0.23,0.28,0.049,"112,050","254,840","99,541","120,966","21,425"
2022-05-01,Disney+,Hulu,0.27,0.80,0.22,0.29,0.068,"117,373","349,590","94,750","124,426","29,676"
2022-06-01,Disney+,Hulu,0.15,0.90,0.09,0.16,0.069,"67,070","390,178","40,588","70,796","30,208"
2022-07-01,Disney+,Hulu,0.20,1.04,0.14,0.21,0.071,"85,701","451,393","61,215","92,355","31,140"
2022-08-01,Disney+,Hulu,0.23,1.19,0.15,0.25,0.096,"100,472","516,601","65,207","106,993","41,786"
2022-09-01,Disney+,Hulu,0.27,1.34,0.16,0.29,0.128,"117,772","585,002","68,401","124,160","55,759"
2022-10-01,Disney+,Hulu,0.15,1.38,0.04,0.15,0.104,"63,344","603,233","18,231","63,743","45,512"
2022-11-01,Disney+,Hulu,0.06,1.29,-0.10,0.06,0.157,"25,817","561,713","-41,520","27,014","68,534"
2022-12-01,Disney+,Hulu,0.07,1.27,-0.02,0.07,0.090,"31,007","554,926","-6,787","32,204","38,991"
2023-01-01,Disney+,Hulu,0.06,1.26,-0.02,0.07,0.083,"26,881","547,607","-7,319","29,011","36,330"
2023-02-01,Disney+,Hulu,0.06,1.25,-0.01,0.06,0.068,"25,018","543,748","-3,859","25,950","29,809"
2023-03-01,Disney+,Hulu,0.07,1.26,0.01,0.07,0.062,"28,744","548,539","4,791","31,672","26,881"
2019-11-01,Disney+,Roku Apps,1.58,1.66,1.66,1.67,0.019,"687,869","721,138","721,138","729,389","8,251"
2019-12-01,Disney+,Roku Apps,0.45,2.08,0.43,0.50,0.069,"196,287","908,110","186,972","217,047","30,075"
2020-01-01,Disney+,Roku Apps,0.24,2.25,0.17,0.27,0.098,"105,928","982,100","73,990","116,708","42,717"
2020-02-01,Disney+,Roku Apps,0.16,2.30,0.05,0.13,0.080,"67,869","1,003,791","21,691","56,690","34,999"
2020-03-01,Disney+,Roku Apps,0.30,2.46,0.15,0.22,0.068,"130,547","1,070,462","66,671","96,081","29,410"
2020-04-01,Disney+,Roku Apps,0.30,2.65,0.19,0.26,0.070,"129,882","1,154,433","83,971","114,312","30,341"
2020-05-01,Disney+,Roku Apps,0.20,2.76,0.11,0.18,0.069,"85,169","1,202,341","47,907","78,116","30,208"
2020-06-01,Disney+,Roku Apps,0.15,2.87,0.11,0.18,0.068,"66,538","1,249,849","47,508","76,918","29,410"
2020-07-01,Disney+,Roku Apps,0.30,3.05,0.18,0.30,0.115,"132,144","1,330,093","80,245","130,547","50,303"
2020-08-01,Disney+,Roku Apps,0.17,3.09,0.04,0.16,0.116,"75,454","1,348,192","18,098","68,800","50,702"
2020-09-01,Disney+,Roku Apps,0.16,3.14,0.04,0.14,0.102,"71,595","1,366,822","18,631","62,945","44,314"
2020-10-01,Disney+,Roku Apps,0.18,3.23,0.09,0.17,0.079,"80,245","1,406,612","39,790","74,256","34,467"
2020-11-01,Disney+,Roku Apps,0.25,3.39,0.16,0.24,0.086,"109,655","1,475,146","68,534","105,928","37,394"
2020-12-01,Disney+,Roku Apps,0.32,3.59,0.21,0.30,0.096,"139,730","1,564,839","89,693","131,612","41,919"
2021-01-01,Disney+,Roku Apps,0.24,3.69,0.09,0.22,0.130,"106,594","1,605,427","40,588","97,012","56,424"
2021-02-01,Disney+,Roku Apps,0.17,3.73,0.05,0.16,0.110,"73,857","1,626,853","21,425","69,199","47,774"
2021-03-01,Disney+,Roku Apps,0.22,3.81,0.08,0.20,0.128,"94,883","1,660,521","33,668","89,294","55,626"
2021-04-01,Disney+,Roku Apps,0.14,3.83,0.02,0.13,0.111,"62,945","1,670,102","9,581","58,154","48,573"
2021-05-01,Disney+,Roku Apps,0.15,3.90,0.07,0.14,0.072,"67,469","1,700,444","30,341","61,614","31,273"
2021-06-01,Disney+,Roku Apps,0.27,4.07,0.17,0.25,0.085,"117,506","1,772,438","71,994","108,856","36,862"
2021-07-01,Disney+,Roku Apps,0.22,4.19,0.12,0.20,0.082,"96,879","1,823,938","51,500","87,032","35,531"
2021-08-01,Disney+,Roku Apps,0.17,4.24,0.06,0.14,0.080,"74,922","1,848,025","24,087","58,820","34,733"
