lfm.fact.date_str,lfm.brand_view.id,lfm.brand.name,lfm.brand.title_category,lfm.brand_view.name,lfm.brand_view.set_ids,lfm.brand_view.set_names,lfm.brand_view.type,lfm.brand.broadcast_dayparts,lfm.brand.genres,lfm.brand.primary_genre,lfm.brand.programmers,lfm.brand.programmer_types,facebook.page_insight.fbpai_impressions_organic_unique,facebook.page_insight.fbpai_impressions_organic_unique_authorized,facebook.page_insight.fbpai_impressions_unique,facebook.page_insight.fbpai_impressions_unique_authorized,facebook.page_insight.fbpai_impressions_paid_unique,facebook.page_insight.fbpai_impressions_paid_unique_authorized,facebook.page_insight.fbpai_impressions_viral_unique,facebook.page_insight.fbpai_impressions_viral_unique_authorized,lfm.post_engagement_score.post_engagement_rate_fb,lfm.post_engagement_score.post_engagement_fb,lfm.audience_ratings.facebook_fan_acquisition_score,facebook.post_insight.fbpoi_video_views_organic,facebook.post_insight.fbpoi_video_views_organic_authorized,facebook.post_insight.fbpoi_video_views_organic_unique,facebook.post_insight.fbpoi_video_views_organic_unique_authorized,facebook.page_insight.fbpai_fan_removes_unique,facebook.page_insight.fbpai_fan_removes_unique_authorized,facebook.page_insight.fbpai_impressions,facebook.page_insight.fbpai_impressions_authorized,facebook.page_insight.fbpai_fan_adds_unique,facebook.page_insight.fbpai_fan_adds_unique_authorized,facebook.page_insight.fbpai_impressions_organic,facebook.page_insight.fbpai_impressions_organic_authorized,facebook.page_insight.fbpai_video_views_organic,facebook.page_insight.fbpai_video_views_organic_authorized,facebook.page_insight.fbpai_impressions_paid,facebook.page_insight.fbpai_impressions_paid_authorized,facebook.page_insight.fbpai_video_views_paid,facebook.page_insight.fbpai_video_views_paid_authorized,facebook.page.talking_about,facebook.page_insight.fbpai_video_views,facebook.page_insight.fbpai_video_views_authorized,facebook.page_insight.fbpai_impressions_viral,facebook.page_insight.fbpai_impressions_viral_authorized,facebook.post_insight.fbpoi_video_complete_views_paid,facebook.post_insight.fbpoi_video_complete_views_paid_authorized,facebook.post_insight.fbpoi_video_views_paid,facebook.post_insight.fbpoi_video_views_paid_authorized,facebook.post_insight.fbpoi_video_views_paid_unique,facebook.post_insight.fbpoi_video_views_paid_unique_authorized,facebook.page.total_post_angry_count_c,facebook.page.total_post_comments_c,facebook.page.total_post_haha_count_c,facebook.post.interactions_views,facebook.post.interactions_views_authorized,facebook.page.total_post_likes_c,facebook.page.total_post_love_count_c,facebook.page.total_post_reactions_count_c,facebook.page.total_post_sad_count_c,facebook.post.other,facebook.page.total_post_wow_count_c,facebook.post_video.views_c,facebook.page.likes,lfm.audience_ratings.facebook_audience_footprint,lfm.engagement_score.facebook,lfm.social_engagement_score.facebook_score,lfm.audience_ratings.private_facebook_audience_footprint,lfm.audience_ratings.private_facebook_audience_footprint_authorized
2022-03-05,60991,12 Years a Slave,Movies,12 Years a Slave (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Biography"", ""Drama"", ""History""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,9,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,230,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,1,0,1,0,0,0,22,788395,788395,9,9,,unauthorized
2022-03-05,61027,47 Ronin,Movies,47 Ronin (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Action"", ""Drama"", ""Fantasy""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,-1,-14,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,152,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,0,0,26,473226,473226,-15,-15,,unauthorized
2022-03-05,61082,3 Days to Kill,Movies,3 Days to Kill (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Action"", ""Drama"", ""Thriller""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,-27,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,38,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,0,0,,127035,127035,-27,-27,,unauthorized
2022-03-05,61144,50 to 1,Movies,50 to 1 (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Drama""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,-3,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,15,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,0,0,,59487,59487,-3,-3,,unauthorized
2022-03-05,61207,"10,000 KM",Movies,"10,000 KM (Standard View)",[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Comedy"", ""Drama"", ""Romance""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,-1,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,12,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,0,0,18,11383,11383,-1,-1,,unauthorized
2022-03-05,61209,10 Rules for Sleeping Around,Movies,10 Rules for Sleeping Around (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Comedy"", ""Romance""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,-3,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,3,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,0,0,,17365,17365,-3,-3,,unauthorized
2022-03-05,61213,"20,000 Days on Earth",Movies,"20,000 Days on Earth (Standard View)",[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Documentary"", ""Drama"", ""Music""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,-3,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,9,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,0,0,,35492,35492,-3,-3,,unauthorized
2022-03-05,61215,200 Cartas,Movies,200 Cartas (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Comedy"", ""Romance""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,4,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,0,0,,19656,19656,0,0,,unauthorized
2022-03-05,61217,52 Tuesdays,Movies,52 Tuesdays (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Drama""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,0,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,0,0,,3397,3397,0,0,,unauthorized
2022-03-05,64325,30 Years of Garbage: The Garbage Pail Kids Story,Movies,30 Years of Garbage: The Garbage Pail Kids Story (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Documentary""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,-1,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,2,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,0,0,,9428,9428,-1,-1,,unauthorized
2022-03-05,64890,10 Years,Talent,10 Years (Standard View),[2069],"[""Talent Universe""]",STANDARD,,,,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,747,5,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,4032,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,40,0,,unauthorized,488,169,660,0,90,3,64,436634,436634,752,752,,unauthorized
2022-03-05,64892,21 Savage,Talent,21 Savage (Standard View),[2069],"[""Talent Universe""]",STANDARD,,,,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,-79,-848,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,4180,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,-7,0,,unauthorized,-54,-15,-72,0,33,-3,394,5584841,5584841,-927,-927,,unauthorized
2022-03-05,64895,2CELLOS,Talent,2CELLOS (Standard View),[2069],"[""Talent Universe""]",STANDARD,,,,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,2714,447,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,38546,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,195,2,,unauthorized,1600,658,2273,2,394,11,18690,2042921,2042921,3161,3161,,unauthorized
2022-03-05,64897,3 Doors Down,Talent,3 Doors Down (Standard View),[2069],"[""Talent Universe""]",STANDARD,,,,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,1137,-140,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,24972,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,38,0,,unauthorized,634,367,1003,2,106,0,80,5829688,5829688,997,997,,unauthorized
2022-03-05,64899,36 Crazy Fists,Talent,36 Crazy Fists (Standard View),[2069],"[""Talent Universe""]",STANDARD,,,,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,1,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,35,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,0,0,,112983,112983,1,1,,unauthorized
2022-03-05,64901,3OH!3,Talent,3OH!3 (Standard View),[2069],"[""Talent Universe""]",STANDARD,,,,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,-170,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,2164,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,3,0,75,3758545,3758545,-170,-170,,unauthorized
2022-03-05,64903,3TEETH,Talent,3TEETH (Standard View),[2069],"[""Talent Universe""]",STANDARD,,,,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,379,-46,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,2507,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,6,5,,unauthorized,275,79,360,0,32,1,45,82212,82212,333,333,,unauthorized
2022-03-05,64905,54-40,Talent,54-40 (Standard View),[2069],"[""Talent Universe""]",STANDARD,,,,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,37,6,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,982,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,3,0,,unauthorized,26,8,34,0,1,0,113,14711,14711,43,43,,unauthorized
2022-03-05,66343,50 Central BET,TV Shows,50 Central BET (Standard View),"[1700, 756, 757]","[""LF // TV Universe"", ""LF // TV Universe // Episodic"", ""LF // TV Universe // Episodic Plus""]",STANDARD,"[""Prime Time""]","[""Comedy""]",Reality,"[""BET""]","[""Ad Supported Cable""]",,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,73,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,0,0,,23399,23399,0,0,,unauthorized
2022-03-05,68665,2307: Winter's Dream,Movies,2307: Winter's Dream (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Sci-Fi""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,0,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,0,0,,716,716,0,0,,unauthorized
2022-03-05,71122,11/8/16,Movies,11/8/16 (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Documentary""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,0,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,1,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,0,0,1,3461,3461,0,0,,unauthorized
2022-03-05,73796,32 Pills: My Sister's Suicide,TV Shows,32 Pills: My Sister's Suicide (Standard View),"[757, 1700]","[""LF // TV Universe // Episodic Plus"", ""LF // TV Universe""]",STANDARD,"[""Prime Time""]",[],Documentary,"[""HBO""]","[""Premium Cable""]",,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,0,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,1,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,0,0,,4535,4535,0,0,,unauthorized
2022-03-05,76074,2 Dope Queens,TV Shows,2 Dope Queens (Standard View),"[6761, 757, 756, 1700, 5899]","[""HBO + Max Mega Brand"", ""LF // TV Universe // Episodic Plus"", ""LF // TV Universe // Episodic"", ""LF // TV Universe"", ""HBO + Originals Brand Set""]",STANDARD,"[""Late News""]","[""Comedy"", ""Talk-Show""]",Comedy,"[""HBO""]","[""Premium Cable""]",,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,-6,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,27,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,3,0,3,97099,97099,-6,-6,,unauthorized
2022-03-05,76075,2 Dope Queens,TV Shows,2 Dope Queens (Custom View),[],[],CUSTOM,"[""Late News""]",[],,"[""HBO""]","[""Premium Cable""]",,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,-6,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,27,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,3,0,3,97099,97099,-6,-6,,unauthorized
2022-03-05,81670,100 Code,TV Shows,100 Code (Standard View),"[757, 756, 1700]","[""LF // TV Universe // Episodic Plus"", ""LF // TV Universe // Episodic"", ""LF // TV Universe""]",STANDARD,"[""Prime Time""]","[""Crime"", ""Thriller""]",Drama,"[""WGN America""]","[""Ad Supported Cable""]",,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,0,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,1,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,0,0,,4805,4805,0,0,,unauthorized
2022-03-05,90301,20 Feet from Stardom,Movies,20 Feet from Stardom (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Biography"", ""Documentary"", ""History"", ""Music""]",Documentary,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,-1,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,2,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,0,0,,15931,15931,-1,-1,,unauthorized
2022-03-05,100123,18 UNDA PAR,Talent,18 UNDA PAR (Standard View),[2069],"[""Talent Universe""]",STANDARD,,,,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,0,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,0,0,,759,759,0,0,,unauthorized
2022-03-05,103517,40 Years in the Making: The Magic Music Movie,Movies,40 Years in the Making: The Magic Music Movie (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Documentary""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,1,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,1,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,0,0,,913,913,1,1,,unauthorized
2022-03-05,105549,47 Meters Down: Uncaged,Movies,47 Meters Down: Uncaged (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Adventure"", ""Drama"", ""Horror"", ""Thriller""]",Horror,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,-2,-5,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,45,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,-1,0,-2,0,3,-1,85,148897,148897,-7,-7,,unauthorized
2022-03-05,108628,2 Chainz,Talent,2 Chainz (Standard View),[2069],"[""Talent Universe""]",STANDARD,,,,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,658,49,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,38239,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,18,5,,unauthorized,504,96,604,0,144,-1,1461,8852016,8852016,707,707,,unauthorized
2022-03-05,109436,21 Bridges,Movies,21 Bridges (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Action"", ""Thriller""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,5,13,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,60,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,1,2,2,0,0,-1,83,21133,21133,18,18,,unauthorized
2022-03-05,119782,1917,Movies,1917 (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Action"", ""Drama"", ""War""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,-14,-69,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,158,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,-7,-4,-12,0,0,-1,102,140344,140344,-83,-83,,unauthorized
2022-03-05,131316,070Shake,Talent,070Shake (Standard View),[2069],"[""Talent Universe""]",STANDARD,,,,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,93,6,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,840,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,4,0,,unauthorized,51,34,85,0,0,0,45,57019,57019,99,99,,unauthorized
2022-03-05,137038,5B,Movies,5B (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Documentary""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,0,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,2,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,0,0,28,2591,2591,0,0,,unauthorized
2022-03-05,138866,4 Latas,TV Shows,4 Latas (Standard View),"[757, 1700]","[""LF // TV Universe // Episodic Plus"", ""LF // TV Universe""]",STANDARD,"[""Other""]",[],Comedy,"[""Netflix""]","[""Streaming""]",,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,0,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,7,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,0,0,11,9534,9534,0,0,,unauthorized
2022-03-05,146606,25 Words or Less,TV Shows,25 Words or Less (Standard View),"[1700, 756, 757]","[""LF // TV Universe"", ""LF // TV Universe // Episodic"", ""LF // TV Universe // Episodic Plus""]",STANDARD,"[""Prime Time""]","[""Game-Show"", ""Reality-Tv""]",Game Show,"[""FOX""]","[""Broadcast""]",,unauthorized,,unauthorized,,unauthorized,,unauthorized,,207,6,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,1569,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,2,1,,unauthorized,179,20,200,0,0,0,22422,16886,16886,213,213,,unauthorized
2022-03-05,168089,24KGoldn,Talent,24KGoldn (Standard View),[2069],"[""Talent Universe""]",STANDARD,,,,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,24,-19,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,5014,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,-2,0,,unauthorized,36,-8,28,0,0,0,112,600392,600392,5,5,,unauthorized
2022-03-05,169969,5IVE,Talent,5IVE (Standard View),[2069],"[""Talent Universe""]",STANDARD,,,,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,17,-5,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,54,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,3,1,4,0,9,0,36,70841,70841,12,12,,unauthorized
2022-03-05,173603,42 Dugg,Talent,42 Dugg (Standard View),[2069],"[""Talent Universe""]",STANDARD,,,,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,216,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,0,0,,4750,4750,0,0,,unauthorized
2022-03-05,184404,2040,Movies,2040 (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Documentary""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,25,0,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,540,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,2,0,,unauthorized,18,3,21,0,0,0,1098,61133,61133,25,25,,unauthorized
2022-03-05,194006,2 Hearts,Movies,2 Hearts (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Drama"", ""Romance""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,-3,-5,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,52,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,-3,0,-3,0,0,0,42,64039,64039,-8,-8,,unauthorized
2022-03-05,208055,12 Hour Shift,Movies,12 Hour Shift (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Comedy"", ""Horror"", ""Thriller""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,0,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,6,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,0,0,1,796,796,0,0,,unauthorized
2022-03-05,211231,100% Wolf,Movies,100% Wolf (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Adventure"", ""Animation"", ""Comedy"", ""Family"", ""Fantasy""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,1,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,41,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,0,0,9,867,867,1,1,,unauthorized
2022-03-05,214429,20 Days of Kindness Partners Roll-Up,Media,20 Days of Kindness Partners Roll-Up (Custom View),[],[],CUSTOM,,,,,,2008079,authorized,51310830,authorized,49222035,authorized,156318,authorized,0.17437412915942,100301,10773,107239878,authorized,101938732,authorized,114,authorized,78675025,authorized,769,authorized,2704404,authorized,1144502,authorized,75957319,authorized,8001397,authorized,669960,9145899,authorized,172797,authorized,5832942,authorized,75691537,authorized,57542611,authorized,96,2303,308,303491211,authorized,63025,20875,84892,436,6782,152,1682770,23399048,23399048,111074,111074,970995,authorized
2022-03-05,231359,1883,TV Shows,1883 (Standard View),"[757, 756, 1700]","[""LF // TV Universe // Episodic Plus"", ""LF // TV Universe // Episodic"", ""LF // TV Universe""]",STANDARD,"[""Other""]","[""Drama"", ""Western""]",,"[""Paramount Network""]","[""Streaming""]",,unauthorized,,unauthorized,,unauthorized,,unauthorized,7.30754200859711,8041,387,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,50171,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,5,1062,45,,unauthorized,4311,1432,6466,650,0,23,231068,110037,110037,8428,8428,,unauthorized
2022-03-05,239654,28 Days Later,Movies,28 Days Later (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Drama"", ""Horror"", ""Sci-Fi"", ""Thriller""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,175,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,2,0,15,813257,813257,0,0,,unauthorized
